Frequency (GHz), S1:1 (dB), S1:1 (rad)
1.553592575173637336e+01,-3.445414088398368158e+00,-1.340357270109154841e+00
1.553913698070531701e+01,-3.446334084678561727e+00,-1.341082613185790029e+00
1.554234820967425712e+01,-3.447257594463509989e+00,-1.341808346171790234e+00
1.554555943864319723e+01,-3.448184656966966077e+00,-1.342534514758374931e+00
1.554877066761213911e+01,-3.449115506166195999e+00,-1.343261164054887269e+00
1.555198189658107921e+01,-3.450050557592257761e+00,-1.343988327355251977e+00
1.555519312555002109e+01,-3.450990347683504655e+00,-1.344716016803557901e+00
1.555840435451896120e+01,-3.451935440188644399e+00,-1.345444218433930361e+00
1.556161558348790130e+01,-3.452886322684306286e+00,-1.346172892843214619e+00
1.556482681245684319e+01,-3.453843318036033061e+00,-1.346901981239494450e+00
1.556803804142578507e+01,-3.454806530434464396e+00,-1.347631415253945697e+00
1.557124927039472517e+01,-3.455775835460422662e+00,-1.348361128093134464e+00
1.557446049936366705e+01,-3.456750911854907571e+00,-1.349091064538192386e+00
1.557767172833260716e+01,-3.457731302934332618e+00,-1.349821187918135212e+00
1.558088295730154726e+01,-3.458716490618356509e+00,-1.350551483234431638e+00
1.558409418627048915e+01,-3.459705965784842796e+00,-1.351281956713635601e+00
1.558730541523942925e+01,-3.460699284108722296e+00,-1.352012632851359752e+00
1.559051664420836936e+01,-3.461696104119968975e+00,-1.352743550260379513e+00
1.559372787317731301e+01,-3.462696210806181618e+00,-1.353474757336229573e+00
1.559693910214625312e+01,-3.463699531144479593e+00,-1.354206308102248402e+00
1.560015033111519500e+01,-3.464706146448257584e+00,-1.354938257921707967e+00
1.560336156008413511e+01,-3.465716301237702801e+00,-1.355670658403440587e+00
1.560657278905307521e+01,-3.466730401989122967e+00,-1.356403550992582918e+00
1.560978401802201709e+01,-3.467748994804623841e+00,-1.357136959429990464e+00
1.561299524699095720e+01,-3.468772711504699569e+00,-1.357870882253766620e+00
1.561620647595989730e+01,-3.469802180018271898e+00,-1.358605287413028107e+00
1.561941770492884096e+01,-3.470837906148598329e+00,-1.359340111443882115e+00
1.562262893389778107e+01,-3.471880146653915755e+00,-1.360075265219366392e+00
1.562584016286672295e+01,-3.472928803694434574e+00,-1.360810646975322724e+00
1.562905139183566305e+01,-3.473983373811600384e+00,-1.361546161380687181e+00
1.563226262080460316e+01,-3.475042978101693159e+00,-1.362281741369635757e+00
1.563547384977354504e+01,-3.476106484222997839e+00,-1.363017367915341005e+00
1.563868507874248515e+01,-3.477172708480202434e+00,-1.363753082469512101e+00
1.564189630771142525e+01,-3.478240663036796132e+00,-1.364488987737494163e+00
1.564510753668036713e+01,-3.479309795902091995e+00,-1.365225234748267846e+00
1.564831876564930901e+01,-3.480380165446160134e+00,-1.365961997353708934e+00
1.565152999461824912e+01,-3.481452499901686704e+00,-1.366699438586079562e+00
1.565474122358719100e+01,-3.482528114923357787e+00,-1.367437675835777799e+00
1.565795245255613111e+01,-3.483608694180508003e+00,-1.368176752827024112e+00
1.566116368152507121e+01,-3.484695971604503839e+00,-1.368916625459325465e+00
1.566437491049401309e+01,-3.485791380679057028e+00,-1.369657165825272083e+00
1.566758613946295320e+01,-3.486895748652735882e+00,-1.370398184685690524e+00
1.567079736843189508e+01,-3.488009107664917341e+00,-1.371139468327278177e+00
1.567400859740083696e+01,-3.489130670970408410e+00,-1.371880822128127120e+00
1.567721982636977707e+01,-3.490258985830095639e+00,-1.372622111251974752e+00
1.568043105533871895e+01,-3.491392233797281808e+00,-1.373363289225622896e+00
1.568364228430765905e+01,-3.492528614028884260e+00,-1.374104407719189291e+00
1.568685351327659916e+01,-3.493666724679265645e+00,-1.374845605076046473e+00
1.569006474224554104e+01,-3.494805856739513938e+00,-1.375587076029187505e+00
1.569327597121448115e+01,-3.495946134351143986e+00,-1.376329029411416327e+00
1.569648720018342125e+01,-3.497088471082447914e+00,-1.377071643450135996e+00
1.569969842915236313e+01,-3.498234354398430668e+00,-1.377815028750229320e+00
1.570290965812130501e+01,-3.499385510245241360e+00,-1.378559207184501645e+00
1.570612088709024690e+01,-3.500543526730603539e+00,-1.379304111093912821e+00
1.570933211605918700e+01,-3.501709523879577457e+00,-1.380049602384515683e+00
1.571254334502812711e+01,-3.502883943658214871e+00,-1.380795506465759992e+00
1.571575457399706899e+01,-3.504066504251633241e+00,-1.381541652621298688e+00
1.571896580296600909e+01,-3.505256322507726452e+00,-1.382287911125025026e+00
1.572217703193494920e+01,-3.506452168333970665e+00,-1.383034218482861011e+00
1.572538826090389108e+01,-3.507652784320773875e+00,-1.383780585293771459e+00
1.572859948987283296e+01,-3.508857190128194858e+00,-1.384527085593143081e+00
1.573181071884177484e+01,-3.510064897209746348e+00,-1.385273831091677899e+00
1.573502194781071495e+01,-3.511275983454834382e+00,-1.386020937352911764e+00
1.573823317677965505e+01,-3.512491013232317272e+00,-1.386768490801484122e+00
1.574144440574859694e+01,-3.513710827286405269e+00,-1.387516525100230824e+00
1.574465563471753704e+01,-3.514936259539480634e+00,-1.388265012986228841e+00
1.574786686368647715e+01,-3.516167856281338100e+00,-1.389013875719355973e+00
1.575107809265541903e+01,-3.517405673083157769e+00,-1.389763007823993757e+00
1.575428932162436091e+01,-3.518649206078911629e+00,-1.390512310869034263e+00
1.575750055059330101e+01,-3.519897481373134518e+00,-1.391261727579096164e+00
1.576071177956224290e+01,-3.521149286953006552e+00,-1.392011267203083325e+00
1.576392300853118300e+01,-3.522403494869795093e+00,-1.392761014906935157e+00
1.576713423750012311e+01,-3.523659396349251960e+00,-1.393511121617663884e+00
1.577034546646906499e+01,-3.524916965141878133e+00,-1.394261775410612803e+00
1.577355669543800509e+01,-3.526176977134964918e+00,-1.395013160135385011e+00
1.577676792440694697e+01,-3.527440944780856569e+00,-1.395765410435504617e+00
1.577997915337588708e+01,-3.528710866842498461e+00,-1.396518573775715533e+00
1.578319038234482896e+01,-3.529988838042523280e+00,-1.397272589118476960e+00
1.578640161131377084e+01,-3.531276599266631955e+00,-1.398027288596499940e+00
1.578961284028271095e+01,-3.532575128224543448e+00,-1.398782423558461385e+00
1.579282406925165105e+01,-3.533884367547414307e+00,-1.399537710784684252e+00
1.579603529822059294e+01,-3.535203161657855642e+00,-1.400292889739796820e+00
1.579924652718953304e+01,-3.536529430058481527e+00,-1.401047778631261620e+00
1.580245775615847315e+01,-3.537860552068765152e+00,-1.401802316601256981e+00
1.580566898512741503e+01,-3.539193888242064379e+00,-1.402556581850776363e+00
1.580888021409635691e+01,-3.540527328513813465e+00,-1.403310780469354757e+00
1.581209144306529879e+01,-3.541859745657072178e+00,-1.404065207197271903e+00
1.581530267203423890e+01,-3.543191248884554945e+00,-1.404820185841510582e+00
1.581851390100317900e+01,-3.544523174100311369e+00,-1.405576002066363683e+00
1.582172512997212088e+01,-3.545857805788320327e+00,-1.406332843515128772e+00
1.582493635894106099e+01,-3.547197887682252748e+00,-1.407090761015673763e+00
1.582814758791000109e+01,-3.548546030398752826e+00,-1.407849660103028144e+00
1.583135881687894297e+01,-3.549904151262863294e+00,-1.408609325198736606e+00
1.583457004584788308e+01,-3.551273076964051256e+00,-1.409369471095685888e+00
1.583778127481682674e+01,-3.552652403266904901e+00,-1.410129809762333375e+00
1.584099250378576684e+01,-3.554040645497817508e+00,-1.410890116582462994e+00
1.584420373275470695e+01,-3.555435643086493069e+00,-1.411650280058593498e+00
1.584741496172364883e+01,-3.556835118359912506e+00,-1.412410322888207448e+00
1.585062619069258893e+01,-3.558237250259193907e+00,-1.413170389327957688e+00
1.585383741966152904e+01,-3.559641118521761793e+00,-1.413930702211358081e+00
1.585704864863047092e+01,-3.561046905556945141e+00,-1.414691500756776854e+00
1.586025987759941103e+01,-3.562455804681171401e+00,-1.415452975363425736e+00
1.586347110656835291e+01,-3.563869659447967742e+00,-1.416215216542669353e+00
1.586668233553729479e+01,-3.565290429966959884e+00,-1.416978191600143155e+00
1.586989356450623490e+01,-3.566719629402399061e+00,-1.417741755474200893e+00
1.587310479347517500e+01,-3.568157884008996028e+00,-1.418505693059592510e+00
1.587631602244411688e+01,-3.569604739303482432e+00,-1.419269781775640782e+00
1.587952725141305699e+01,-3.571058770356824397e+00,-1.420033857394628951e+00
1.588273848038199887e+01,-3.572517972169715783e+00,-1.420797864864447035e+00
1.588594970935093897e+01,-3.573980328384231964e+00,-1.421561879523258742e+00
1.588916093831988086e+01,-3.575444404483472116e+00,-1.422326091869205333e+00
1.589237216728882274e+01,-3.576909800182868082e+00,-1.423090758923800436e+00
1.589558339625776284e+01,-3.578377329370270754e+00,-1.423856134576546584e+00
1.589879462522670295e+01,-3.579848866940063878e+00,-1.424622397537207874e+00
1.590200585419564483e+01,-3.581326891899059728e+00,-1.425389596833889438e+00
1.590521708316458493e+01,-3.582813841052055359e+00,-1.426157630657306497e+00
1.590842831213352504e+01,-3.584311443861232682e+00,-1.426926265725740217e+00
1.591163954110246692e+01,-3.585820220305113715e+00,-1.427695193460232659e+00
1.591485077007140703e+01,-3.587339285222576724e+00,-1.428464109037686391e+00
1.591806199904035068e+01,-3.588866523708666545e+00,-1.429232792660283469e+00
1.592127322800929079e+01,-3.590399103065570863e+00,-1.430001171096977108e+00
1.592448445697823090e+01,-3.591934194181968909e+00,-1.430769342230143071e+00
1.592769568594717278e+01,-3.593469714591827735e+00,-1.431537554866997297e+00
1.593090691491611288e+01,-3.595004894343597712e+00,-1.432306147976406541e+00
1.593411814388505299e+01,-3.596540508551969495e+00,-1.433075464592019177e+00
1.593732937285399487e+01,-3.598078706771704383e+00,-1.433845762829756065e+00
1.594054060182293497e+01,-3.599622476565612850e+00,-1.434617147738239673e+00
1.594375183079187863e+01,-3.601174877987125544e+00,-1.435389542555807196e+00
1.594696305976081874e+01,-3.602738249854542385e+00,-1.436162707661541527e+00
1.595017428872975884e+01,-3.604313599476827168e+00,-1.436936302792281461e+00
1.595338551769870072e+01,-3.605900341037673318e+00,-1.437709976381561727e+00
1.595659674666764083e+01,-3.607496455932939661e+00,-1.438483458371587087e+00
1.595980797563658093e+01,-3.609099035404264022e+00,-1.439256631662026109e+00
1.596301920460552282e+01,-3.610705062347911110e+00,-1.440029562894846293e+00
1.596623043357446292e+01,-3.612312223528306721e+00,-1.440802484100734748e+00
1.596944166254340303e+01,-3.613919533891414737e+00,-1.441575729951313445e+00
1.597265289151234668e+01,-3.615527604368842240e+00,-1.442349647385887002e+00
1.597586412048128679e+01,-3.617138480380115872e+00,-1.443124501917972813e+00
1.597907534945022689e+01,-3.618755094286228324e+00,-1.443900405886095584e+00
1.598228657841916878e+01,-3.620380479687393738e+00,-1.444677287999028170e+00
1.598549780738810888e+01,-3.622016960011062103e+00,-1.445454912330627506e+00
1.598870903635705076e+01,-3.623665530533570323e+00,-1.446232941495998681e+00
1.599192026532599087e+01,-3.625325599922194719e+00,-1.447011026762815789e+00
1.599513149429493097e+01,-3.626995159114127620e+00,-1.447788900600828210e+00
1.599834272326387463e+01,-3.628671328849477629e+00,-1.448566446630592308e+00
1.600155395223281474e+01,-3.630351134431351490e+00,-1.449343728234362416e+00
1.600476518120175484e+01,-3.632032295452466641e+00,-1.450120968488584516e+00
1.600797641017069495e+01,-3.633713815862676277e+00,-1.450898487419823191e+00
1.601118763913963861e+01,-3.635396216248671930e+00,-1.451676614196933279e+00
1.601439886810857871e+01,-3.637081349704330169e+00,-1.452455598564340811e+00
1.601761009707751882e+01,-3.638771857509911278e+00,-1.453235545779083759e+00
1.602082132604645892e+01,-3.640470419228837962e+00,-1.454016392594382756e+00
1.602403255501540258e+01,-3.642179006730049906e+00,-1.454797930340018919e+00
1.602724378398434268e+01,-3.643898348247219143e+00,-1.455579868098924257e+00
1.603045501295328279e+01,-3.645627748355015463e+00,-1.456361917990107280e+00
1.603366624192222289e+01,-3.647365309870113759e+00,-1.457143878657485736e+00
1.603687747089116655e+01,-3.649108492175706431e+00,-1.457925693813701074e+00
1.604008869986010666e+01,-3.650854848258578311e+00,-1.458707469818861124e+00
1.604329992882904676e+01,-3.652602735098972708e+00,-1.459489447744272805e+00
1.604651115779798687e+01,-3.654351801602613303e+00,-1.460271937960388566e+00
1.604972238676692697e+01,-3.656103121661229860e+00,-1.461055235504206129e+00
1.605293361573587063e+01,-3.657858938946709326e+00,-1.461839539533158705e+00
1.605614484470481074e+01,-3.659622096821011361e+00,-1.462624898737309387e+00
1.605935607367375084e+01,-3.661395311662962726e+00,-1.463411197154624643e+00
1.606256730264269095e+01,-3.663180487869810875e+00,-1.464198183565232458e+00
1.606577853161163461e+01,-3.664978257540159490e+00,-1.464985535710979780e+00
1.606898976058057471e+01,-3.666787862641041063e+00,-1.465772941304591903e+00
1.607220098954951482e+01,-3.668607401325805206e+00,-1.466560173670677480e+00
1.607541221851845492e+01,-3.670434360237220250e+00,-1.467347141929534526e+00
1.607862344748739858e+01,-3.672266278811581408e+00,-1.468133903185662836e+00
1.608183467645633868e+01,-3.674101360260132232e+00,-1.468920634999193009e+00
1.608504590542527879e+01,-3.675938864709604292e+00,-1.469707577422243672e+00
1.608825713439421889e+01,-3.677779185922850580e+00,-1.470494962009229356e+00
1.609146836336316255e+01,-3.679623604653356583e+00,-1.471282948263674895e+00
1.609467959233210266e+01,-3.681473802825204089e+00,-1.472071585231084168e+00
1.609789082130104276e+01,-3.683331287892949835e+00,-1.472860808292624668e+00
1.610110205026998287e+01,-3.685196898259416542e+00,-1.473650470913488331e+00
1.610431327923892297e+01,-3.687070533441803022e+00,-1.474440401099020415e+00
1.610752450820786663e+01,-3.688951185433044344e+00,-1.475230465409701264e+00
1.611073573717680674e+01,-3.690837260067608483e+00,-1.476020621454874115e+00
1.611394696614574684e+01,-3.692727094104155672e+00,-1.476810943270105092e+00
1.611715819511469050e+01,-3.694619518322809881e+00,-1.477601611810447135e+00
1.612036942408363061e+01,-3.696514304165101628e+00,-1.478392872703069072e+00
1.612358065305257071e+01,-3.698412364131657526e+00,-1.479184972607453741e+00
1.612679188202151082e+01,-3.700315644467695453e+00,-1.479978091493967751e+00
1.613000311099045092e+01,-3.702226733153431315e+00,-1.480772289285976706e+00
1.613321433995939458e+01,-3.704148283406618170e+00,-1.481567481395385855e+00
1.613642556892833468e+01,-3.706082401882435651e+00,-1.482363449885439888e+00
1.613963679789727479e+01,-3.708030158847898772e+00,-1.483159887518179065e+00
1.614284802686621489e+01,-3.709991343612592196e+00,-1.483956463385671221e+00
1.614605925583515855e+01,-3.711964522669071620e+00,-1.484752893458152867e+00
1.614927048480409866e+01,-3.713947378872949123e+00,-1.485548998548935407e+00
1.615248171377303876e+01,-3.715937239078850318e+00,-1.486344735969933994e+00
1.615569294274197887e+01,-3.717931653478595777e+00,-1.487140198366851740e+00
1.615890417171092253e+01,-3.719928883126119246e+00,-1.487935581834346710e+00
1.616211540067986263e+01,-3.721928183002290780e+00,-1.488731133081960589e+00
1.616532662964880274e+01,-3.723929826613316951e+00,-1.489527090163660805e+00
1.616853785861774284e+01,-3.725934887675151241e+00,-1.490323631981867791e+00
1.617174908758668650e+01,-3.727944855911334621e+00,-1.491120848448825864e+00
1.617496031655562660e+01,-3.729961201457356879e+00,-1.491918736930291756e+00
1.617817154552456671e+01,-3.731985007122566422e+00,-1.492717223237040702e+00
1.618138277449350682e+01,-3.734016760339536667e+00,-1.493516199000103128e+00
1.618459400346244692e+01,-3.736056346189282618e+00,-1.494315563443616046e+00
1.618780523243139058e+01,-3.738103224318452433e+00,-1.495115257242928930e+00
1.619101646140033068e+01,-3.740156722182144122e+00,-1.495915279225282557e+00
1.619422769036927079e+01,-3.742216348138563298e+00,-1.496715682123794799e+00
1.619743891933821445e+01,-3.744282027319715489e+00,-1.497516549826229282e+00
1.620065014830715455e+01,-3.746354189761460951e+00,-1.498317963827820565e+00
1.620386137727609466e+01,-3.748433685569237284e+00,-1.499119969501402361e+00
1.620707260624503476e+01,-3.750521552810604398e+00,-1.499922552635199136e+00
1.621028383521397487e+01,-3.752618706276646066e+00,-1.500725633609374388e+00
1.621349506418291853e+01,-3.754725637963920892e+00,-1.501529081512179786e+00
1.621670629315185863e+01,-3.756842217490405478e+00,-1.502332744857492131e+00
1.621991752212079874e+01,-3.758967653955745725e+00,-1.503136490881813003e+00
1.622312875108974239e+01,-3.761100637550949255e+00,-1.503940242895793089e+00
1.622633998005868250e+01,-3.763239631141769959e+00,-1.504744005464795586e+00
1.622955120902762260e+01,-3.765383241657660918e+00,-1.505547870178017389e+00
1.623276243799656271e+01,-3.767530578694138654e+00,-1.506351999638243067e+00
1.623597366696550282e+01,-3.769681508789090252e+00,-1.507156592809647533e+00
1.623918489593444292e+01,-3.771836737896986591e+00,-1.507961839615368671e+00
1.624239612490338658e+01,-3.773997695538144903e+00,-1.508767875509553713e+00
1.624560735387232668e+01,-3.776166241832885628e+00,-1.509574746981252158e+00
1.624881858284126679e+01,-3.778344261586725317e+00,-1.510382396538456629e+00
1.625202981181021045e+01,-3.780533237555779191e+00,-1.511190671257899965e+00
1.625524104077915055e+01,-3.782733901462211445e+00,-1.511999353531292334e+00
1.625845226974809066e+01,-3.784946044826240197e+00,-1.512808207468424371e+00
1.626166349871703076e+01,-3.787168536115623318e+00,-1.513617030726861712e+00
1.626487472768597087e+01,-3.789399544283075016e+00,-1.514425700170294098e+00
1.626808595665491453e+01,-3.791636922054370196e+00,-1.515234201022370941e+00
1.627129718562385463e+01,-3.793878665928653415e+00,-1.516042632793753508e+00
1.627450841459279474e+01,-3.796123351988500261e+00,-1.516851190404875149e+00
1.627771964356173839e+01,-3.798370451355477684e+00,-1.517660124450333381e+00
1.628093087253067850e+01,-3.800620455474278181e+00,-1.518469689210853568e+00
1.628414210149961860e+01,-3.802874783516067669e+00,-1.519280089762373276e+00
1.628735333046855871e+01,-3.805135492623026749e+00,-1.520091439730756777e+00
1.629056455943749881e+01,-3.807404855528948140e+00,-1.520903738838103036e+00
1.629377578840644247e+01,-3.809684899290320281e+00,-1.521716874917092399e+00
1.629698701737538258e+01,-3.811977006698143100e+00,-1.522530649547716886e+00
1.630019824634432268e+01,-3.814281666524334646e+00,-1.523344821165178331e+00
1.630340947531326634e+01,-3.816598423598579259e+00,-1.524159155632516915e+00
1.630662070428220645e+01,-3.818926033013836374e+00,-1.524973472773874184e+00
1.630983193325114655e+01,-3.821262775571298675e+00,-1.525787678581918216e+00
1.631304316222008666e+01,-3.823606855201258536e+00,-1.526601776453983650e+00
1.631625439118902676e+01,-3.825956782342547324e+00,-1.527415855990707838e+00
1.631946562015796687e+01,-3.828311654200265757e+00,-1.528230063332346012e+00
1.632267684912691053e+01,-3.830671271623628638e+00,-1.529044561355683118e+00
1.632588807809585063e+01,-3.833036075674001175e+00,-1.529859490214088291e+00
1.632909930706479429e+01,-3.835406933601959167e+00,-1.530674938131431517e+00
1.633231053603373439e+01,-3.837784841742357234e+00,-1.531490929220213904e+00
1.633552176500267450e+01,-3.840170631804513235e+00,-1.532307430229464362e+00
1.633873299397161460e+01,-3.842564762148473534e+00,-1.533124372854937523e+00
1.634194422294055471e+01,-3.844967248290751538e+00,-1.533941684005914352e+00
1.634515545190949481e+01,-3.847377744670462008e+00,-1.534759314396990204e+00
1.634836668087843847e+01,-3.849795744485245308e+00,-1.535577256598225304e+00
1.635157790984737858e+01,-3.852220829095018395e+00,-1.536395547034549836e+00
1.635478913881631868e+01,-3.854652883442764466e+00,-1.537214251432864609e+00
1.635800036778526234e+01,-3.857092203920957196e+00,-1.538033438432804934e+00
1.636121159675420245e+01,-3.859539457735002177e+00,-1.538853149963567590e+00
1.636442282572314255e+01,-3.861995498984732045e+00,-1.539673378345969734e+00
1.636763405469208266e+01,-3.864461092998530578e+00,-1.540494058411856715e+00
1.637084528366102276e+01,-3.866936632948919872e+00,-1.541315078625108637e+00
1.637405651262996642e+01,-3.869421941025621869e+00,-1.542136309424154916e+00
1.637726774159890653e+01,-3.871916226773554293e+00,-1.542957641455544371e+00
1.638047897056784663e+01,-3.874418232099683834e+00,-1.543779022716771587e+00
1.638369019953679029e+01,-3.876926537595690725e+00,-1.544600483075705410e+00
1.638690142850573039e+01,-3.879439953979924471e+00,-1.545422137523729811e+00
1.639011265747467050e+01,-3.881957891022724816e+00,-1.546244165186233088e+00
1.639332388644361060e+01,-3.884480594735836956e+00,-1.547066768036618800e+00
1.639653511541255071e+01,-3.887009174064132822e+00,-1.547890119467086878e+00
1.639974634438149437e+01,-3.889545393682191765e+00,-1.548714316496656140e+00
1.640295757335043447e+01,-3.892091274954840863e+00,-1.549539349241360275e+00
1.640616880231937458e+01,-3.894648604153637006e+00,-1.550365097176359175e+00
1.640938003128831824e+01,-3.897218478661719221e+00,-1.551191354670141909e+00
1.641259126025725834e+01,-3.899801017764811917e+00,-1.552017880158514718e+00
1.641580248922619845e+01,-3.902395324238174812e+00,-1.552844456436689002e+00
1.641901371819513855e+01,-3.904999716290340928e+00,-1.553670945913635748e+00
1.642222494716407866e+01,-3.907612174504294877e+00,-1.554497325471112523e+00
1.642543617613301876e+01,-3.910230886318997623e+00,-1.555323690747992815e+00
1.642864740510196242e+01,-3.912854739530721382e+00,-1.556150227914394613e+00
1.643185863407090253e+01,-3.915483626226676783e+00,-1.556977160066514321e+00
1.643506986303984618e+01,-3.918118468035323598e+00,-1.557804682704696519e+00
1.643828109200878629e+01,-3.920760949738845813e+00,-1.558632906209513225e+00
1.644149232097772639e+01,-3.923413030237155041e+00,-1.559461821704271722e+00
1.644470354994666650e+01,-3.926076364396933194e+00,-1.560291300482549826e+00
1.644791477891560660e+01,-3.928751797623636577e+00,-1.561121127931738961e+00
1.645112600788454671e+01,-3.931439078109808083e+00,-1.561951063156114650e+00
1.645433723685349037e+01,-3.934136873406033796e+00,-1.562780908052761708e+00
1.645754846582243047e+01,-3.936843093932389070e+00,-1.563610566588534034e+00
1.646075969479137058e+01,-3.939555439676412085e+00,-1.564440077408310925e+00
1.646397092376031424e+01,-3.942272022112759622e+00,-1.565269610095302966e+00
1.646718215272925434e+01,-3.944991889940246299e+00,-1.566099425439869686e+00
1.647039338169819445e+01,-3.947715311830924279e+00,-1.566929810145202717e+00
1.647360461066713455e+01,-3.950443735660640332e+00,-1.567761003644822404e+00
1.647681583963607466e+01,-3.953179433264788045e+00,-1.568593137036378593e+00
1.648002706860501831e+01,-3.955924927368736022e+00,-1.569426200841512742e+00
1.648323829757395842e+01,-3.958682358023927872e+00,-1.570260050281021780e+00
1.648644952654289852e+01,-3.961452962210744388e+00,-1.571094446271358969e+00
1.648966075551184218e+01,-3.964236807461997802e+00,-1.571929120387809409e+00
1.649287198448078229e+01,-3.967032847751594371e+00,-1.572763845450391607e+00
1.649608321344972239e+01,-3.969839278325655307e+00,-1.573598492056511366e+00
1.649929444241866250e+01,-3.972654081991607189e+00,-1.574433055680941829e+00
1.650250567138760260e+01,-3.975475606876111456e+00,-1.575267647629935874e+00
1.650571690035654626e+01,-3.978303009887325103e+00,-1.576102453643583923e+00
1.650892812932548637e+01,-3.981136442523644625e+00,-1.576937673222494674e+00
1.651213935829442647e+01,-3.983976933613617710e+00,-1.577773458103086890e+00
1.651535058726337013e+01,-3.986826013952867953e+00,-1.578609868167556662e+00
1.651856181623231024e+01,-3.989685203847568307e+00,-1.579446857515726776e+00
1.652177304520125034e+01,-3.992555523726361244e+00,-1.580284294119450150e+00
1.652498427417019045e+01,-3.995437178636929154e+00,-1.581122006216570952e+00
1.652819550313913055e+01,-3.998329512444808831e+00,-1.581959840464419065e+00
1.653140673210807066e+01,-4.001231243437076479e+00,-1.582797713320592603e+00
1.653461796107701431e+01,-4.004140905178637411e+00,-1.583635639245993376e+00
1.653782919004595442e+01,-4.007057351570685100e+00,-1.584473726523655035e+00
1.654104041901489808e+01,-4.009980163153302968e+00,-1.585312141612093439e+00
1.654425164798383818e+01,-4.012909820061654642e+00,-1.586151052946900508e+00
1.654746287695277829e+01,-4.015847577860528261e+00,-1.586990571905744440e+00
1.655067410592171839e+01,-4.018795074918081411e+00,-1.587830710109531251e+00
1.655388533489065850e+01,-4.021753786243428941e+00,-1.588671367772316545e+00
1.655709656385959860e+01,-4.024724492261985809e+00,-1.589512358638505374e+00
1.656030779282854226e+01,-4.027706934541365413e+00,-1.590353465814790423e+00
1.656351902179748237e+01,-4.030699781328307196e+00,-1.591194512860249821e+00
1.656673025076642247e+01,-4.033700936970145534e+00,-1.592035428888810555e+00
1.656994147973536613e+01,-4.036708126120734264e+00,-1.592876287002662927e+00
1.657315270870430624e+01,-4.039719596321516448e+00,-1.593717302170970740e+00
1.657636393767324634e+01,-4.042734737547392321e+00,-1.594558785914799381e+00
1.657957516664218645e+01,-4.045754429412627751e+00,-1.595401067716790022e+00
1.658278639561112655e+01,-4.048780994502974906e+00,-1.596244403329288852e+00
1.658599762458007021e+01,-4.051817742102953090e+00,-1.597088895060209568e+00
1.658920885354901031e+01,-4.054868201345546375e+00,-1.597934447085577636e+00
1.659242008251795042e+01,-4.057935234161404559e+00,-1.598780770233944493e+00
1.659563131148689408e+01,-4.061020259918221242e+00,-1.599627437753375681e+00
1.659884254045583418e+01,-4.064122802479730900e+00,-1.600473979818515025e+00
1.660205376942477429e+01,-4.067240491145409642e+00,-1.601319993763142380e+00
1.660526499839371439e+01,-4.070369530415459458e+00,-1.602165242248958510e+00
1.660847622736265450e+01,-4.073505531157639581e+00,-1.603009714184017387e+00
1.661168745633159460e+01,-4.076644500730655984e+00,-1.603853632535431784e+00
1.661489868530053826e+01,-4.079783747702622421e+00,-1.604697406741674826e+00
1.661810991426947837e+01,-4.082922479178384911e+00,-1.605541541566529729e+00
1.662132114323842202e+01,-4.086061948994351489e+00,-1.606386525158006062e+00
1.662453237220736213e+01,-4.089205131024298723e+00,-1.607232723901211635e+00
1.662774360117630223e+01,-4.092356012006130861e+00,-1.608080309202027935e+00
1.663095483014524234e+01,-4.095518690521281258e+00,-1.608929232428081280e+00
1.663416605911418245e+01,-4.098696509240425279e+00,-1.609779251423331559e+00
1.663737728808312255e+01,-4.101891427240039967e+00,-1.610629998854109735e+00
1.664058851705206621e+01,-4.105103765912247127e+00,-1.611481072670435166e+00
1.664379974602100631e+01,-4.108332357751073083e+00,-1.612332124712220205e+00
1.664701097498994997e+01,-4.111575021718010703e+00,-1.613182925821074365e+00
1.665022220395889008e+01,-4.114829210664830761e+00,-1.614033393750774925e+00
1.665343343292783018e+01,-4.118092645214440850e+00,-1.614883581216531416e+00
1.665664466189677029e+01,-4.121363770277842953e+00,-1.615733632354049654e+00
1.665985589086571039e+01,-4.124641935626554456e+00,-1.616583723641611847e+00
1.666306711983465050e+01,-4.127927289477987927e+00,-1.617434007988501010e+00
1.666627834880359416e+01,-4.131220457513050448e+00,-1.618284577796704315e+00
1.666948957777253426e+01,-4.134522135371140550e+00,-1.619135455562053627e+00
1.667270080674147437e+01,-4.137832736076367368e+00,-1.619986611391951215e+00
1.667591203571041802e+01,-4.141152203797587639e+00,-1.620837998515329392e+00
1.667912326467935813e+01,-4.144480043484547238e+00,-1.621689592867677332e+00
1.668233449364829823e+01,-4.147815542758825025e+00,-1.622541422461132754e+00
1.668554572261723834e+01,-4.151158100836370046e+00,-1.623393576357139656e+00
1.668875695158617845e+01,-4.154507547505529530e+00,-1.624246190163409986e+00
1.669196818055512210e+01,-4.157864341692613763e+00,-1.625099412751348726e+00
1.669517940952406221e+01,-4.161229580309236731e+00,-1.625953364901863818e+00
1.669839063849300231e+01,-4.164604809817674003e+00,-1.626808103038662523e+00
1.670160186746194597e+01,-4.167991695390184326e+00,-1.627663599460264399e+00
1.670481309643088608e+01,-4.171391646259083430e+00,-1.628519745212165581e+00
1.670802432539982618e+01,-4.174805507845980479e+00,-1.629376374690989948e+00
1.671123555436876629e+01,-4.178233408721011344e+00,-1.630233304482321621e+00
