Frequency (GHz), G_r Theta Pol: Theta=90.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=90.0 & Phi=180.0 (dB), G_r Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=90.0 & Phi=180.0 (dB), G_r Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Theta Pol: Theta=45.0 & Phi=0.0 (dB), G_r Theta Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc - eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location), G_r Phi Pol: Theta=45.0 & Phi=0.0 (dB), G_r Phi Pol: Theta=45.0 & Phi=0.0 (rad of rEfar/Vinc- eEfar phase centered at ff origin & Vinc phase centered on fdtd grid port location)
2.568983175152769749e-01,-5.882327186654372042e+01,-1.572392235493953239e+00,-1.979104613869573370e+02,-2.166553151455894000e+00,-5.883479108399107105e+01,-1.570519133813544022e+00,-1.905569566397037136e+02,8.259347655955662226e-02,-6.164035682547593353e+01,-1.600099626344011039e+00,-1.893768214403486638e+02,2.469125913611622536e-01
2.601095464842179683e-01,-5.860039192893439974e+01,-1.573203078863370408e+00,-1.968020930905518355e+02,-2.103582412899468679e+00,-5.861145600347516194e+01,-1.571362039970490621e+00,-1.905515232766158817e+02,8.990939954413373902e-02,-6.142488253096703943e+01,-1.600457493218149896e+00,-1.896440591601369761e+02,-2.178503400784575356e-02
2.633207754531589062e-01,-5.838041094255299868e+01,-1.574002229504525063e+00,-1.956882571618417614e+02,-2.122818003065134462e+00,-5.839103755112464000e+01,-1.572192402222194696e+00,-1.904288539713374462e+02,9.598136672288896942e-02,-6.121202491469232143e+01,-1.600814081588310289e+00,-1.906120516143905661e+02,-2.892835307857441474e-01
2.665320044220998441e-01,-5.816324899723102249e+01,-1.574790396382728330e+00,-1.948644641562675588e+02,-2.197352068766254440e+00,-5.817345496366154123e+01,-1.573010969871416087e+00,-1.902166068575986912e+02,9.373268947701207665e-02,-6.100171534210821989e+01,-1.601169976003431250e+00,-1.924574697867132613e+02,-5.504562762889401162e-01
2.697432333910407820e-01,-5.794883104214860481e+01,-1.575568403108904780e+00,-1.944284094774729965e+02,-2.301656727472557229e+00,-5.795863240102729463e+01,-1.573818602098252306e+00,-1.899697945929415255e+02,7.941027832850804102e-02,-6.079389105980484942e+01,-1.601525985632156202e+00,-1.956642018900518281e+02,-7.916519164947376508e-01
2.729544623599817754e-01,-5.773708702474998233e+01,-1.576337058361177101e+00,-1.944044833734223516e+02,-2.416142595840189422e+00,-5.774649906794086007e+01,-1.574616138473481808e+00,-1.897474041279878350e+02,5.330443529567817362e-02,-6.058849546274949205e+01,-1.601882886243566784e+00,-2.018922587923884180e+02,-9.411194267597015051e-01
2.761656913289227688e-01,-5.752795139618058329e+01,-1.577097031251541770e+00,-1.947948757248192635e+02,-2.523722532884994152e+00,-5.753698870427797374e+01,-1.575404275216149896e+00,-1.895949211787652189e+02,1.882057485772538688e-02,-6.038547713306134312e+01,-1.602241185346885421e+00,-2.123874238642623595e+02,6.645698943391957769e-01
2.793769202978637067e-01,-5.732136211860665753e+01,-1.577848769269772022e+00,-1.955832211385849178e+02,-2.605455097212365345e+00,-5.733003858299377953e+01,-1.576183484572829085e+00,-1.895366889538560713e+02,-1.890868287323682964e-02,-6.018478797171590600e+01,-1.602600980564154343e+00,-1.996559453218111457e+02,1.187374400438246935e+00
2.825881492668047001e-01,-5.711725945568814922e+01,-1.578592481705978656e+00,-1.966936472668540148e+02,-2.636615525107709690e+00,-5.712558829845269770e+01,-1.576953999802347184e+00,-1.895741545567600497e+02,-5.421012623167022204e-02,-5.998638100576356180e+01,-1.602961949716953827e+00,-1.947130304753293899e+02,9.904903129802220541e-01
2.857993782357455825e-01,-5.691558488150676709e+01,-1.579328190570808976e+00,-1.978765723114228194e+02,-2.588497933002655849e+00,-5.692357867989326792e+01,-1.577715867340819145e+00,-1.896860770373464220e+02,-8.187848630418455287e-02,-5.979020852613612647e+01,-1.603323469347919694e+00,-1.920540493457927766e+02,7.373961396212759256e-01
2.890106072046865759e-01,-5.671628039365056395e+01,-1.580055830557577812e+00,-1.985845662615344054e+02,-2.455155234619413651e+00,-5.672395111321427663e+01,-1.578469047355327781e+00,-1.898303688163249774e+02,-9.828748216573364449e-02,-5.959622108174471578e+01,-1.603684819568019559e+00,-1.905680923452230786e+02,4.682676463786099585e-01
2.922218361736275694e-01,-5.651928838270124800e+01,-1.580775365650888054e+00,-1.983075958459971844e+02,-2.300018573782009579e+00,-5.652664741968281703e+01,-1.579213530162906443e+00,-1.899508715044593146e+02,-1.026819641262278066e-01,-5.940436757268273027e+01,-1.604045408826819008e+00,-1.898961422700128594e+02,1.922727369863056479e-01
2.954330651425685073e-01,-5.632455203707979763e+01,-1.581486886467747155e+00,-1.972732699459774892e+02,-2.211346180132756079e+00,-5.633161026692461348e+01,-1.579949432713820823e+00,-1.899929298357078267e+02,-9.812416372988896907e-02,-5.921459634146727069e+01,-1.604404949140118664e+00,-1.899126841331943467e+02,-8.734175190071405415e-02
2.986442941115095007e-01,-5.613201610306993672e+01,-1.582190659904434860e+00,-1.961022592640535152e+02,-2.210724021710395171e+00,-5.613878392952148744e+01,-1.580677047023332671e+00,-1.899252408689592357e+02,-9.102422155457841335e-02,-5.902685686311465219e+01,-1.604763530466742472e+00,-1.906155469347746134e+02,-3.691102796507021444e-01
3.018555230804504386e-01,-5.594162772214971824e+01,-1.582887118408990768e+00,-1.951739167884490200e+02,-2.273950967329170680e+00,-5.594811512069547632e+01,-1.581396828280152489e+00,-1.897550684712106488e+02,-8.877019084036061325e-02,-5.884110147082895992e+01,-1.605121575888256213e+00,-1.921245207404631401e+02,-6.522211469889094282e-01
3.050667520493913765e-01,-5.575333705836966658e+01,-1.583576795096301559e+00,-1.946232223113829036e+02,-2.373453055447484417e+00,-5.575955360913852132e+01,-1.582109329227155747e+00,-1.895243019515413323e+02,-9.671185232251285069e-02,-5.865728656825709209e+01,-1.605479696389740418e+00,-1.947871264933499162e+02,-9.360238275547873021e-01
3.082779810183323699e-01,-5.556709750645298129e+01,-1.584260227126820020e+00,-1.944855520242797127e+02,-2.488090772835492182e+00,-5.557305241449775934e+01,-1.582815103468988571e+00,-1.892898087717771034e+02,-1.164649058182639224e-01,-5.847537295995449824e+01,-1.605838493914629073e+00,-1.996911705684745471e+02,-1.219189254575365089e+00
3.114892099872733078e-01,-5.538286540943968106e+01,-1.584937858493614016e+00,-1.947668214165012159e+02,-2.600467386421240867e+00,-5.538856751375102760e+01,-1.583514608873600960e+00,-1.891029481056854138e+02,-1.461094399510183828e-01,-5.829532521721123572e+01,-1.606198375184957561e+00,-2.149470822473459748e+02,-1.478898527232529014e+00
3.147004389562143012e-01,-5.520059936870432438e+01,-1.585609972267391310e+00,-1.954581985838239575e+02,-2.692507191816651879e+00,-5.520605714425233401e+01,-1.584208140927510833e+00,-1.889976065949971371e+02,-1.813907375769238384e-01,-5.811711029557832831e+01,-1.606559432982765268e+00,-2.033082110236577194e+02,1.334891525212347441e+00
3.179116679251552391e-01,-5.502025935181607963e+01,-1.586276672160891188e+00,-1.965090714840115425e+02,-2.741089433289284560e+00,-5.502548091049786194e+01,-1.584895815569110855e+00,-1.889860176586486489e+02,-2.169835800818118998e-01,-5.794069584173718113e+01,-1.606921428723731005e+00,-1.965735866037379935e+02,1.051518834564763027e+00
3.211228968940961770e-01,-5.484180585899331817e+01,-1.586937917435409462e+00,-1.977335095945422268e+02,-2.716843424023952736e+00,-5.484679895513459513e+01,-1.585577605145115809e+00,-1.890581684105656564e+02,-2.475441482277720151e-01,-5.776604870639006606e+01,-1.607283877857684784e+00,-1.933068374232334463e+02,7.639293582974449048e-01
3.243341258630371704e-01,-5.466519938267855139e+01,-1.587593598703072040e+00,-1.986557726908570771e+02,-2.601771065409610006e+00,-5.466997142681431399e+01,-1.586253414742660572e+00,-1.891827226496447452e+02,-2.687284576061181873e-01,-5.759313409815441531e+01,-1.607646208102448959e+00,-1.914890306291692639e+02,4.745476281733349566e-01
3.275453548319781638e-01,-5.449040029800002571e+01,-1.588243630096511705e+00,-1.986598095228677039e+02,-2.439394999554151511e+00,-5.449495837968477474e+01,-1.586923174234302625e+00,-1.893110147817957056e+02,-2.783739934737197719e-01,-5.742191560202052614e+01,-1.608007939325471147e+00,-1.905880937737120746e+02,1.834445991517453245e-01
3.307565838009191017e-01,-5.431736918653705004e+01,-1.588888029086697795e+00,-1.977502810043662862e+02,-2.325391230977475132e+00,-5.432172010381848537e+01,-1.587586917384632867e+00,-1.893879109489657822e+02,-2.776405910819543243e-01,-5.725235601403173291e+01,-1.608368829092414298e+00,-1.904181437358536186e+02,-1.099064926340706516e-01
3.339678127698600396e-01,-5.414606746422977324e+01,-1.589526959922431759e+00,-1.965455543609823224e+02,-2.302457974370507809e+00,-5.415021775515836566e+01,-1.588244824237204256e+00,-1.893706544680103150e+02,-2.712924913397523063e-01,-5.708441869640500954e+01,-1.608728940358521209e+00,-1.909438015219741374e+02,-4.067324788041809525e-01
3.371790417388009775e-01,-5.397645809628202329e+01,-1.590160728512546529e+00,-1.955183916199185035e+02,-2.352269867017876770e+00,-5.398041406703860190e+01,-1.588897214945156122e+00,-1.892479079886463467e+02,-2.662606335323481899e-01,-5.691806900877870845e+01,-1.609088613076897989e+00,-1.922512116359586116e+02,-7.098053412797105111e-01
3.403902707077419709e-01,-5.380850616267679953e+01,-1.590789731745990920e+00,-1.948531056840918723e+02,-2.445504272173443017e+00,-5.381227390782847664e+01,-1.589544498372843950e+00,-1.890452785054453955e+02,-2.688642954290391129e-01,-5.675327536336516943e+01,-1.609448351485365469e+00,-1.946192954571703808e+02,-1.026552408469778799e+00
3.436014996766829643e-01,-5.364217909107485127e+01,-1.591414378036908328e+00,-1.946004391094510311e+02,-2.559127696750426395e+00,-5.364576450375200523e+01,-1.590187092476838204e+00,-1.888126038116624272e+02,-2.824407972762350005e-01,-5.659000958206335241e+01,-1.609808664217894814e+00,-1.988634710226543802e+02,-1.385364106943121287e+00
3.468127286456239022e-01,-5.347744648097604170e+01,-1.592035004159351175e+00,-1.947704891683613937e+02,-2.675091718643890726e+00,-5.348085525369177873e+01,-1.590825341576169283e+00,-1.886033967748514897e+02,-3.066932242725756708e-01,-5.642824645766322078e+01,-1.610169907594694250e+00,-2.085806972685255687e+02,-2.061443830642121000e+00
3.500239576145648956e-01,-5.331427956997994499e+01,-1.592651813866143184e+00,-1.953596635877831034e+02,-2.775899184258772134e+00,-5.331751718944907736e+01,-1.591459455865800399e+00,-1.884590640955653669e+02,-3.384759714121201024e-01,-5.626796266773230570e+01,-1.610532179865280078e+00,-2.052599218343226539e+02,1.717067012502349943e+00
3.532351865835058335e-01,-5.315265050075193187e+01,-1.593264856482097702e+00,-1.963358609241099657e+02,-2.840000515245315604e+00,-5.315572224163759785e+01,-1.592089491085912023e+00,-1.884015216369548114e+02,-3.730347568590831053e-01,-5.610913538283773505e+01,-1.610895297130569670e+00,-1.977162751058204719e+02,1.206597801823438676e+00
3.564464155524467714e-01,-5.299253160392535733e+01,-1.593874051069740894e+00,-1.975656967279905416e+02,-2.838701823331883478e+00,-5.299544252646406761e+01,-1.592715373617946018e+00,-1.884311970362938951e+02,-4.051261263932552925e-01,-5.595174099345645402e+01,-1.611258855825966174e+00,-1.941401459986054192e+02,8.609462990935046189e-01
3.596576445213877649e-01,-5.283389490210829109e+01,-1.594479247849274861e+00,-1.986578457675788059e+02,-2.745948466724892789e+00,-5.283664985708796280e+01,-1.593336962414024782e+00,-1.885272591219688536e+02,-4.300091892526607951e-01,-5.579575433084055192e+01,-1.611622360162601408e+00,-1.921557196730402097e+02,5.443860393857467006e-01
3.628688734903287028e-01,-5.267671196849888560e+01,-1.595080307550471810e+00,-1.989561435033029966e+02,-2.583906150192338380e+00,-5.267931561056901302e+01,-1.593954128297920603e+00,-1.886499284981023266e+02,-4.445156733865432974e-01,-5.564114859554496206e+01,-1.611985373865665760e+00,-1.911474544943350224e+02,2.367044340165377070e-01
3.660801024592696962e-01,-5.252095416379773951e+01,-1.595677174508130181e+00,-1.982255468210155698e+02,-2.446299658180334902e+00,-5.252341097136616099e+01,-1.594566826483762467e+00,-1.887476779546616683e+02,-4.482072699101695146e-01,-5.548789598608685480e+01,-1.612347649456792542e+00,-1.909020932139755473e+02,-6.888642280481938052e-02
3.692913314282106341e-01,-5.236659316134915088e+01,-1.596269921862984997e+00,-1.970167725285101596e+02,-2.398604370052457302e+00,-5.236890745920007362e+01,-1.595175140869348640e+00,-1.887720622757914271e+02,-4.441071350526318851e-01,-5.533596880838521770e+01,-1.612709196622646557e+00,-1.913733785894980315e+02,-3.766989273993832099e-01
3.725025603971515720e-01,-5.221360158706477250e+01,-1.596858756204728946e+00,-1.958980228895506457e+02,-2.432593044306273100e+00,-5.221577756696056127e+01,-1.595779287731999618e+00,-1.886969779056374534e+02,-4.381148440340947303e-01,-5.518534070818689230e+01,-1.613070270907167592e+00,-1.926432203214297374e+02,-6.922639074496010902e-01
3.757137893660925654e-01,-5.206195357180264693e+01,-1.597443981501924348e+00,-1.951176006389944746e+02,-2.517912625217326283e+00,-5.206399530693724387e+01,-1.596379578968145196e+00,-1.885309709741349593e+02,-4.368262059272540188e-01,-5.503598764323815828e+01,-1.613431288715489353e+00,-1.949887867893091027e+02,-1.028051033563142314e+00
3.789250183350335588e-01,-5.191162504652805865e+01,-1.598025934341483101e+00,-1.947476156746295715e+02,-2.629300525976149050e+00,-5.191353649756840838e+01,-1.596976357110122979e+00,-1.883128120292341237e+02,-4.449143940696815847e-01,-5.488788830355681370e+01,-1.613792696749003719e+00,-1.992049401533108721e+02,-1.429866030819684219e+00
3.821362473039744967e-01,-5.176259369306981739e+01,-1.598604910701224346e+00,-1.948034277934020508e+02,-2.747687901489139772e+00,-5.176437870604738123e+01,-1.597569922405640108e+00,-1.880940308049950431e+02,-4.636948483388180775e-01,-5.474102386524170072e+01,-1.614154836871855014e+00,-2.079355813622228482e+02,-2.289096580909251166e+00
3.853474762729154901e-01,-5.161483856930158254e+01,-1.599181106365491933e+00,-1.952850202519738332e+02,-2.855853991605743047e+00,-5.161650086801449788e+01,-1.598160473968039508e+00,-1.879208897663654056e+02,-4.913082915548931395e-01,-5.459537716925208883e+01,-1.614517847429199460e+00,-2.041525897520185140e+02,1.906542694521796921e+00
3.885587052418563725e-01,-5.146833952459119388e+01,-1.599754588295827729e+00,-1.961733183697032814e+02,-2.933685415421624310e+00,-5.146988270171067370e+01,-1.598748082077851684e+00,-1.878235494338458125e+02,-5.237791713407591310e-01,-5.445093158803626210e+01,-1.614881629611904623e+00,-1.974382381601917302e+02,1.334501730981212608e+00
3.917699342107973659e-01,-5.132307658052668842e+01,-1.600325304437923535e+00,-1.973764807425457661e+02,-2.954004115859699464e+00,-5.132450409181683426e+01,-1.599332698830188804e+00,-1.878119725596931460e+02,-5.561710134556555607e-01,-5.430766992885763500e+01,-1.615245886772914696e+00,-1.940131971831105488e+02,9.670804027018647941e-01
3.949811631797383593e-01,-5.117902945670921611e+01,-1.600893127692589291e+00,-1.985887781822490012e+02,-2.886340333694828786e+00,-5.118034462163457476e+01,-1.599914202602727986e+00,-1.878752598467880546e+02,-5.835976850530507631e-01,-5.416557369989392612e+01,-1.615610222201799839e+00,-1.920842170896738992e+02,6.421301128125901370e-01
3.981923921486792972e-01,-5.103617737210345950e+01,-1.601457919690523424e+00,-1.991759078313819202e+02,-2.732956869201832006e+00,-5.103738338198628099e+01,-1.600492461841894531e+00,-1.879828853043298125e+02,-6.022196121015319648e-01,-5.402462294416678645e+01,-1.615974263611408945e+00,-1.911084613736387610e+02,3.322006970964568873e-01
4.014036211176202906e-01,-5.089449916560394627e+01,-1.602019594562528404e+00,-1.986821086006752068e+02,-2.575681730718465623e+00,-5.089559909807016425e+01,-1.601067398368610784e+00,-1.880893166543822872e+02,-6.103428547858488207e-01,-5.388479666708948912e+01,-1.616337775552683986e+00,-1.908954158834476118e+02,2.844461233021816984e-02
4.046148500865612285e-01,-5.075397368236150442e+01,-1.602578163575288928e+00,-1.975115014141284746e+02,-2.501101106501200100e+00,-5.075497051883779420e+01,-1.601639031229550758e+00,-1.881449953314372863e+02,-6.093688894539215362e-01,-5.374607370222166480e+01,-1.616700725952367579e+00,-1.914147943561312388e+02,-2.736721365087635416e-01
4.078260790555021664e-01,-5.061458029454576035e+01,-1.603133747907573792e+00,-1.963143945561325268e+02,-2.516427034830254428e+00,-5.061547693663057146e+01,-1.602207488619441289e+00,-1.881136180905177184e+02,-6.038613986842663595e-01,-5.360843373180365035e+01,-1.617063288062398074e+00,-1.927731745569416262e+02,-5.784660386249383945e-01
4.110373080244431598e-01,-5.047629938936434257e+01,-1.603686556866134039e+00,-1.954203130159184809e+02,-2.591811831515452802e+00,-5.047709867026628672e+01,-1.602772985440621856e+00,-1.879880700181570319e+02,-6.000992048244798704e-01,-5.347185814101689516e+01,-1.617425779406912234e+00,-1.953123689881888367e+02,-8.944993124427425002e-01
4.142485369933840977e-01,-5.033911267279168555e+01,-1.604236839355258404e+00,-1.949315057077628239e+02,-2.699516363111279293e+00,-5.033981736156214737e+01,-1.603335774514518475e+00,-1.877937152974458854e+02,-6.036018978858977979e-01,-5.333633044623290687e+01,-1.617788558474231975e+00,-2.001082362013640648e+02,-1.255730316457707385e+00
4.174597659623250911e-01,-5.020300319824704616e+01,-1.604784824239151142e+00,-1.948708769030190524e+02,-2.819039430368839305e+00,-5.020361599674619413e+01,-1.603896087158134254e+00,-1.875763518406533876e+02,-6.171364359346844797e-01,-5.320183617602009463e+01,-1.618151912131781112e+00,-2.130507783425949810e+02,-2.215981490201645698e+00
