Frequency (GHz), Theta Pol: Theta=90.0 & Phi=180.0 (dBsm), Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin), Phi Pol: Theta=90.0 & Phi=180.0 (dBsm), Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin)
4.759041382402333653e+00,-2.851768325480904664e+01,-2.047969519453336495e+00,-1.684909653818266406e+02,-6.265527103606696180e-01
4.778308756420156733e+00,-2.857187568320052051e+01,-2.047899872478119221e+00,-1.683678207645090197e+02,-6.404450704194423194e-01
4.797576130437979813e+00,-2.862724005842182962e+01,-2.047745520168528621e+00,-1.682475699279288790e+02,-6.542727976005532353e-01
4.816843504455802893e+00,-2.868378291401213076e+01,-2.047505539034613964e+00,-1.681297518267318480e+02,-6.680391567243930684e-01
4.836110878473625974e+00,-2.874151129082657619e+01,-2.047178950980153012e+00,-1.680139950557054078e+02,-6.817688227157554515e-01
4.855378252491449054e+00,-2.880043275673746095e+01,-2.046764720284979244e+00,-1.679000941685459338e+02,-6.955000639433555065e-01
4.874645626509272134e+00,-2.886055542694913001e+01,-2.046261749284745246e+00,-1.677880426964566425e+02,-7.092737328337010982e-01
4.893913000527096102e+00,-2.892188797965398450e+01,-2.045668872839605967e+00,-1.676780153058124085e+02,-7.231219293889958877e-01
4.913180374544919182e+00,-2.898443966290426133e+01,-2.044984851973353557e+00,-1.675703047887697892e+02,-7.370592306603794830e-01
4.932447748562742262e+00,-2.904822029083686985e+01,-2.044208367248343983e+00,-1.674652310289499439e+02,-7.510786467746060069e-01
4.951715122580565343e+00,-2.911324023015179918e+01,-2.043338012468806753e+00,-1.673630456993740552e+02,-7.651531967777203125e-01
4.970982496598388423e+00,-2.917951038025502797e+01,-2.042372289167912580e+00,-1.672638567601086663e+02,-7.792425557836287764e-01
4.990249870616211503e+00,-2.924704215204997482e+01,-2.041309602069071083e+00,-1.671675911526290861e+02,-7.933029813299450339e-01
5.009517244634035471e+00,-2.931584745056490604e+01,-2.040148255390867860e+00,-1.670740041710112394e+02,-8.072979667873685372e-01
5.028784618651858551e+00,-2.938593866537524590e+01,-2.038886449574722981e+00,-1.669827323297340342e+02,-8.212069442078644421e-01
5.048051992669681631e+00,-2.945732867044778303e+01,-2.037522277833586859e+00,-1.668933758465354629e+02,-8.350298786143277585e-01
5.067319366687504711e+00,-2.953003083222401060e+01,-2.036053721898027025e+00,-1.668055895848974899e+02,-8.487866384948460352e-01
5.086586740705327792e+00,-2.960405902223154229e+01,-2.034478646479219499e+00,-1.667191592640238866e+02,-8.625113522709967340e-01
5.105854114723150872e+00,-2.967942762895081543e+01,-2.032794792238117321e+00,-1.666340436115654029e+02,-8.762432418111846255e-01
5.125121488740974840e+00,-2.975615156349188695e+01,-2.030999767373466103e+00,-1.665503720516874466e+02,-8.900163228541070337e-01
5.144388862758797920e+00,-2.983424625490426152e+01,-2.029091038230435906e+00,-1.664683991517904929e+02,-9.038506286612024709e-01
5.163656236776621000e+00,-2.991372763330676676e+01,-2.027065919507526459e+00,-1.663884282043813130e+02,-9.177471757882399439e-01
5.182923610794444080e+00,-2.999461210184493254e+01,-2.024921564653339168e+00,-1.663107239795603789e+02,-9.316878840603922685e-01
5.202190984812267160e+00,-3.007691650098955094e+01,-2.022654956891844602e+00,-1.662354369606547095e+02,-9.456403759519120822e-01
5.221458358830090241e+00,-3.016065807019321809e+01,-2.020262901035029923e+00,-1.661625579653313309e+02,-9.595663562772266397e-01
5.240725732847913321e+00,-3.024585441199998925e+01,-2.017742015910171993e+00,-1.660919140935871496e+02,-9.734314077144347044e-01
5.259993106865737289e+00,-3.033252346231532570e+01,-2.015088726934726182e+00,-1.660232065137041388e+02,-9.872137196443506735e-01
5.279260480883560369e+00,-3.042068346804842705e+01,-2.012299258194871765e+00,-1.659560801804689447e+02,-1.000909556478067897e+00
5.298527854901383449e+00,-3.051035297039103611e+01,-2.009369623372775138e+00,-1.658902076088782565e+02,-1.014534097580285454e+00
5.317795228919206529e+00,-3.060155078938388939e+01,-2.006295615026726598e+00,-1.658253652630887416e+02,-1.028117454526020547e+00
5.337062602937029610e+00,-3.069429600384006207e+01,-2.003072792015698766e+00,-1.657614829929233053e+02,-1.041696908102736518e+00
5.356329976954852690e+00,-3.078860792057018969e+01,-1.999696465198588013e+00,-1.656986539397659044e+02,-1.055307384945729288e+00
5.375597350972676658e+00,-3.088450602821860613e+01,-1.996161681837041790e+00,-1.656371026683558227e+02,-1.068972641930620693e+00
5.394864724990499738e+00,-3.098200993350146959e+01,-1.992463209307874461e+00,-1.655771201535909256e+02,-1.082699419035165755e+00
5.414132099008322818e+00,-3.108113928055608355e+01,-1.988595518737371393e+00,-1.655189826904649806e+02,-1.096476022725259902e+00
5.433399473026145898e+00,-3.118191365665869696e+01,-1.984552769001770800e+00,-1.654628756171883310e+02,-1.110275642875058644e+00
5.452666847043968978e+00,-3.128435248902576049e+01,-1.980328791239610808e+00,-1.654088411508315346e+02,-1.124063501683261634e+00
5.471934221061792059e+00,-3.138847493734619221e+01,-1.975917073672291746e+00,-1.653567632759650792e+02,-1.137805984837781503e+00
5.491201595079616027e+00,-3.149429978506706718e+01,-1.971310746223823740e+00,-1.653063932178708342e+02,-1.151479430698482354e+00
5.510468969097439107e+00,-3.160184532965992688e+01,-1.966502564253729490e+00,-1.652574088595787032e+02,-1.165076352150052674e+00
5.529736343115262187e+00,-3.171112926883315097e+01,-1.961484890719715324e+00,-1.652094929210342400e+02,-1.178607512431402382e+00
5.549003717133085267e+00,-3.182216857676629118e+01,-1.956249676272770355e+00,-1.651624098933757523e+02,-1.192099323980811754e+00
5.568271091150908347e+00,-3.193497936267124615e+01,-1.950788437111673268e+00,-1.651160619344167060e+02,-1.205587238107518333e+00
5.587538465168731427e+00,-3.204957670378540513e+01,-1.945092230803668221e+00,-1.650705093033496667e+02,-1.219106835656791121e+00
5.606805839186554508e+00,-3.216597444630542668e+01,-1.939151630614889044e+00,-1.650259501448488209e+02,-1.232684929555429409e+00
5.626073213204378476e+00,-3.228418497037142743e+01,-1.932956699100165654e+00,-1.649826650535931662e+02,-1.246332978173017025e+00
5.645340587222201556e+00,-3.240421891827058687e+01,-1.926496961723893842e+00,-1.649409409472181949e+02,-1.260044489011837188e+00
5.664607961240024636e+00,-3.252608488766131245e+01,-1.919761381118449517e+00,-1.649009939297922074e+02,-1.273797044842523984e+00
5.683875335257847716e+00,-3.264978909303651733e+01,-1.912738332282677201e+00,-1.648629108258197675e+02,-1.287558397747613936e+00
5.703142709275670796e+00,-3.277533499836195574e+01,-1.905415578668994137e+00,-1.648266241155850196e+02,-1.301295055506228593e+00
5.722410083293493877e+00,-3.290272292180993929e+01,-1.897780248809798564e+00,-1.647919264940591688e+02,-1.314981171519900904e+00
5.741677457311317845e+00,-3.303194961018702713e+01,-1.889818812987759999e+00,-1.647585213126257031e+02,-1.328605479502734443e+00
5.760944831329140925e+00,-3.316300777682292278e+01,-1.881517059519655088e+00,-1.647260961044096632e+02,-1.342174501214642213e+00
5.780212205346964005e+00,-3.329588559330166220e+01,-1.872860070506461305e+00,-1.646944004321509283e+02,-1.355711191234991952e+00
5.799479579364787085e+00,-3.343056612334015654e+01,-1.863832197354498454e+00,-1.646633080150929516e+02,-1.369249348200192840e+00
5.818746953382610165e+00,-3.356702668690041946e+01,-1.854417036901173876e+00,-1.646328469990917540e+02,-1.382825223524272396e+00
5.838014327400433245e+00,-3.370523814432951326e+01,-1.844597409472466865e+00,-1.646031904614797270e+02,-1.396468498624441779e+00
5.857281701418256326e+00,-3.384516409352762878e+01,-1.834355340556413250e+00,-1.645746096317224101e+02,-1.410194969532115650e+00
5.876549075436080294e+00,-3.398675997702527241e+01,-1.823672047935084306e+00,-1.645474020163982800e+02,-1.424002824590703931e+00
5.895816449453903374e+00,-3.412997209940786547e+01,-1.812527936071744339e+00,-1.645218130178033960e+02,-1.437873457801195132e+00
5.915083823471726454e+00,-3.427473655786099016e+01,-1.800902599356122513e+00,-1.644979711304449381e+02,-1.451776590108313059e+00
5.934351197489549534e+00,-3.442097808918695989e+01,-1.788774835573632149e+00,-1.644758531842299192e+02,-1.465678380112375612e+00
5.953618571507372614e+00,-3.456860883546599439e+01,-1.776122670810571957e+00,-1.644552884450934584e+02,-1.479550459569751064e+00
5.972885945525195694e+00,-3.471752702818581326e+01,-1.762923397051712637e+00,-1.644360006108110213e+02,-1.493377597278534807e+00
5.992153319543019663e+00,-3.486761558819860340e+01,-1.749153624039894384e+00,-1.644176771747678458e+02,-1.507162029043209728e+00
6.011420693560842743e+00,-3.501874063756876865e+01,-1.734789347552908145e+00,-1.644000485669171781e+02,-1.520923319680712371e+00
6.030688067578665823e+00,-3.517074992045802162e+01,-1.719806037041387903e+00,-1.643829567468368111e+02,-1.534693756550708388e+00
6.049955441596488903e+00,-3.532347113448072662e+01,-1.704178746431840530e+00,-1.643663954018103368e+02,-1.548510433547740428e+00
6.069222815614311983e+00,-3.547671018167858392e+01,-1.687882252667473715e+00,-1.643505111393606910e+02,-1.562406061258310386e+00
6.088490189632135063e+00,-3.563024935897290391e+01,-1.670891227076883201e+00,-1.643355652185061899e+02,-1.576400884983059525e+00
6.107757563649959032e+00,-3.578384552065823243e+01,-1.653180444808669547e+00,-1.643218656756324947e+02,-1.590497805476982940e+00
6.127024937667782112e+00,-3.593722825890438344e+01,-1.634725037297430461e+00,-1.643096873526654633e+02,-1.604681959529107083e+00
6.146292311685605192e+00,-3.609009816107916890e+01,-1.615500792055974300e+00,-1.642992003454904193e+02,-1.618924864289999377e+00
6.165559685703428272e+00,-3.624212521410348131e+01,-1.595484503101851192e+00,-1.642904251333102650e+02,-1.633192067701432881e+00
6.184827059721250464e+00,-3.639294743571753088e+01,-1.574654374130071144e+00,-1.642832258618179821e+02,-1.647452365639532790e+00
6.204094433739073544e+00,-3.654216982080507137e+01,-1.552990475225161315e+00,-1.642773436775704283e+02,-1.661686248902266794e+00
6.223361807756896624e+00,-3.668936369856876922e+01,-1.530475252488490812e+00,-1.642724619313516712e+02,-1.675891419844861563e+00
6.242629181774720593e+00,-3.683406660418813772e+01,-1.507094088375493302e+00,-1.642682868760697659e+02,-1.690083934910790786e+00
6.261896555792543673e+00,-3.697578277698031002e+01,-1.482835908636473743e+00,-1.642646232492659522e+02,-1.704294627722060307e+00
6.281163929810366753e+00,-3.711398440543318600e+01,-1.457693829321771828e+00,-1.642614251096154305e+02,-1.718561684490616415e+00
6.300431303828189833e+00,-3.724811374593487301e+01,-1.431665834140862348e+00,-1.642588084699676472e+02,-1.732921261605495866e+00
6.319698677846012913e+00,-3.737758624345450187e+01,-1.404755468437238530e+00,-1.642570221424638817e+02,-1.747398568998238533e+00
6.338966051863835993e+00,-3.750179477478144463e+01,-1.376972531208006778e+00,-1.642563841330151320e+02,-1.762001734719432111e+00
6.358233425881659073e+00,-3.762011511395628816e+01,-1.348333741240161254e+00,-1.642571998934269857e+02,-1.776720044656426856e+00
6.377500799899483042e+00,-3.773191268175301616e+01,-1.318863348082482734e+00,-1.642596833779433041e+02,-1.791527020370887513e+00
6.396768173917306122e+00,-3.783655058483553546e+01,-1.288593653959481777e+00,-1.642639010746852080e+02,-1.806387563434993293e+00
6.416035547935129202e+00,-3.793339887651157483e+01,-1.257565409712147808e+00,-1.642697533628495989e+02,-1.821267368247275975e+00
6.435302921952952282e+00,-3.802184488392742878e+01,-1.225828047245007824e+00,-1.642769982194506895e+02,-1.836142228711150404e+00
6.454570295970775362e+00,-3.810130435311877761e+01,-1.193439713415366255e+00,-1.642853116989599016e+02,-1.851004868308145035e+00
6.473837669988598442e+00,-3.817123307276307287e+01,-1.160467076143814280e+00,-1.642943702210546064e+02,-1.865867513580125925e+00
6.493105044006422411e+00,-3.823113855990345655e+01,-1.126984882669533450e+00,-1.643039338386336681e+02,-1.880759484341906873e+00
6.512372418024245491e+00,-3.828059133588692475e+01,-1.093075261803607701e+00,-1.643139089693995913e+02,-1.895720346589986782e+00
6.531639792042068571e+00,-3.831923529583379207e+01,-1.058826775858990876e+00,-1.643243740115697733e+02,-1.910790342275222375e+00
6.550907166059891651e+00,-3.834679668462069912e+01,-1.024333242512728059e+00,-1.643355607376621492e+02,-1.926000551024527052e+00
6.570174540077714731e+00,-3.836309123754638506e+01,-9.896923609369991937e-01,-1.643477958807707751e+02,-1.941365334618549987e+00
6.589441914095537811e+00,-3.836802912200550963e+01,-9.550041889193261468e-01,-1.643614177287816460e+02,-1.956879032705837185e+00
6.608709288113361779e+00,-3.836161742209917236e+01,-9.203695273439016500e-01,-1.643766890105941627e+02,-1.972517782617008830e+00
6.627976662131184860e+00,-3.834396003340425807e+01,-8.858882745353903188e-01,-1.643937282940317743e+02,-1.988246027947508709e+00
6.647244036149007940e+00,-3.831525497086147425e+01,-8.516578150706114458e-01,-1.644124774610518216e+02,-2.004026096279878821e+00
6.666511410166831020e+00,-3.827578922885929558e+01,-8.177715055471269645e-01,-1.644327138686942646e+02,-2.019828448597382753e+00
6.685778784184654100e+00,-3.822593145882912324e+01,-7.843173135884899949e-01,-1.644541047076666871e+02,-2.035640008126316403e+00
6.705046158202477180e+00,-3.816612283625701707e+01,-7.513766565245338924e-01,-1.644762904045641392e+02,-2.051468414611639535e+00
6.724313532220300260e+00,-3.809686656752883493e+01,-7.190234735021635570e-01,-1.644989762336831234e+02,-2.067341037495813882e+00
6.743580906238124228e+00,-3.801871653134136864e+01,-6.873235503392084444e-01,-1.645220086716173569e+02,-2.083298900941527698e+00
6.762848280255947309e+00,-3.793226555667689581e+01,-6.563341015141282986e-01,-1.645454164266093073e+02,-2.099387000913783830e+00
6.782115654273770389e+00,-3.783813381059967185e+01,-6.261035996293626837e-01,-1.645694049123544289e+02,-2.115643470258884662e+00
6.801383028291593469e+00,-3.773695770943265870e+01,-5.966718307192458992e-01,-1.645943049768742128e+02,-2.132090387223428252e+00
6.820650402309416549e+00,-3.762937968461986316e+01,-5.680701448234949380e-01,-1.646204886486321755e+02,-2.148728619485121172e+00
6.839917776327239629e+00,-3.751603904029366277e+01,-5.403218658161587085e-01,-1.646482732459701310e+02,-2.165538062308312917e+00
6.859185150345063597e+00,-3.739756404418756119e+01,-5.134428225852730732e-01,-1.646778382029451961e+02,-2.182483254000364248e+00
6.878452524362886678e+00,-3.727456530671844348e+01,-4.874419648684111261e-01,-1.647091758097900254e+02,-2.199522995430546413e+00
6.897719898380709758e+00,-3.714763043178680846e+01,-4.623220305982725931e-01,-1.647420887146540736e+02,-2.216621591572322192e+00
6.916987272398532838e+00,-3.701731987065275575e+01,-4.380802365703420076e-01,-1.647762355399534329e+02,-2.233758900428604477e+00
6.936254646416355918e+00,-3.688416387722540435e+01,-4.147089696983167206e-01,-1.648112139652866972e+02,-2.250936619233107727e+00
6.955522020434178998e+00,-3.674866044653177255e+01,-3.921964613305427005e-01,-1.648466609053390926e+02,-2.268179122679937265e+00
6.974789394452002966e+00,-3.661127411358684469e+01,-3.705274315870729640e-01,-1.648823444534338023e+02,-2.285528512028403014e+00
6.994056768469826046e+00,-3.647243549251713546e+01,-3.496836942591800557e-01,-1.649182236560625654e+02,-2.303035022779635899e+00
7.013324142487649127e+00,-3.633254144142533448e+01,-3.296447155577329480e-01,-1.649544599673442633e+02,-2.320745181131590673e+00
7.032591516505472207e+00,-3.619195574438829510e+01,-3.103881221299149007e-01,-1.649913765727597195e+02,-2.338690738155406734e+00
7.051858890523295287e+00,-3.605101020708920601e+01,-2.918901555623387156e-01,-1.650293753437915427e+02,-2.356881248477369351e+00
7.071126264541118367e+00,-3.591000606728664479e+01,-2.741260722810262007e-01,-1.650688322294495265e+02,-2.375302237856964815e+00
7.090393638558941447e+00,-3.576921562687799394e+01,-2.570704894588308198e-01,-1.651099974739672405e+02,-2.393919482725484826e+00
7.109661012576765415e+00,-3.562888402013443567e+01,-2.406976792271572907e-01,-1.651529259098369380e+02,-2.412688386770593940e+00
7.128928386594588495e+00,-3.548923104367314352e+01,-2.249818150282239526e-01,-1.651974552379828083e+02,-2.431566165196011209e+00
7.148195760612411576e+00,-3.535045298786516810e+01,-2.098971751487314907e-01,-1.652432385528621523e+02,-2.450523825639373321e+00
7.167463134630234656e+00,-3.521272442561055982e+01,-1.954183091730998800e-01,-1.652898240607559046e+02,-2.469554925896633613e+00
7.186730508648057736e+00,-3.507619993092309585e+01,-1.815201731896271542e-01,-1.653367629603453963e+02,-2.488678811931130497e+00
7.205997882665880816e+00,-3.494101571443012233e+01,-1.681782390967050955e-01,-1.653837187103111717e+02,-2.507937363255124286e+00
7.225265256683704784e+00,-3.480729117385109816e+01,-1.553685824279960326e-01,-1.654305496478417865e+02,-2.527385908272932191e+00
7.244532630701527864e+00,-3.467513036367606105e+01,-1.430679519721652082e-01,-1.654773429725201765e+02,-2.547080509040596130e+00
7.263800004719350945e+00,-3.454462338957644363e+01,-1.312538233639819751e-01,-1.655243902711100361e+02,-2.567064821347011083e+00
7.283067378737174025e+00,-3.441584773054967172e+01,-1.199044379973014385e-01,-1.655721098602188306e+02,-2.587359905265127491e+00
7.302334752754997105e+00,-3.428886948720996486e+01,-1.089988281981166679e-01,-1.656209350669652736e+02,-2.607959632492008240e+00
7.321602126772820185e+00,-3.416374455007183997e+01,-9.851682962112563724e-02,-1.656711963735837969e+02,-2.628832919156631309e+00
7.340869500790643265e+00,-3.404051967898116970e+01,-8.843908220150070720e-02,-1.657230269722192304e+02,-2.649932299521311485e+00
7.360136874808467233e+00,-3.391923348517097736e+01,-7.874702152299048463e-02,-1.657763156124615307e+02,-2.671206783321631750e+00
7.379404248826290313e+00,-3.379991731093458895e+01,-6.942286293756773363e-02,-1.658307192740124094e+02,-2.692615868326218465e+00
7.398671622844113394e+00,-3.368259600781915708e+01,-6.044958099933672030e-02,-1.658857337928918696e+02,-2.714141239236507630e+00
7.417938996861936474e+00,-3.356728862103953759e+01,-5.181088664200959870e-02,-1.659408062433724353e+02,-2.735793159233054883e+00
7.437206370879759554e+00,-3.345400899371065861e+01,-4.349120402691006998e-02,-1.659954618930801473e+02,-2.757609783318430097e+00
7.456473744897582634e+00,-3.334276630793641516e+01,-3.547564821525595047e-02,-1.660494138234033414e+02,-2.779649354001783479e+00
7.475741118915406602e+00,-3.323356557987656856e+01,-2.775000395009324938e-02,-1.661026266159848603e+02,-2.801977074576534665e+00
7.495008492933229682e+00,-3.312640812263525447e+01,-2.030070507357566861e-02,-1.661553165850345124e+02,-2.824649897881186700e+00
7.514275866951052762e+00,-3.302129198507098806e+01,-1.311481363027430791e-02,-1.662078872030349430e+02,-2.847703087113688802e+00
7.533543240968875843e+00,-3.291821236795311734e+01,-6.179997617394803258e-03,-1.662608151673157977e+02,-2.871141999344702711e+00
7.552810614986698923e+00,-3.281716201304966773e+01,5.154933638055404950e-04,-1.663145152903870496e+02,-2.894941226995402683e+00
7.572077989004522003e+00,-3.271813155723552313e+01,6.982854727211638274e-03,-1.663692177718799883e+02,-2.919051386600338471e+00
7.591345363022345971e+00,-3.262110984341430253e+01,1.323275528430365583e-02,-1.664248884131140187e+02,-2.943411958424317021e+00
7.610612737040169051e+00,-3.252608418292867043e+01,1.927536629770780843e-02,-1.664812120945949232e+02,-2.967967100571118344e+00
7.629880111057992131e+00,-3.243304056930452361e+01,2.512038979329715704e-02,-1.665376448734372730e+02,-2.992680598871121145e+00
7.649147485075815212e+00,-3.234196384913525435e+01,3.077708475700805663e-02,-1.665935235826710255e+02,-3.017546228336109415e+00
7.668414859093638292e+00,-3.225283786096278504e+01,3.625429023513399018e-02,-1.666482073400675006e+02,-3.042590801009394053e+00
7.687682233111461372e+00,-3.216564555571359563e+01,4.156044500014612758e-02,-1.667012163883169649e+02,-3.067868894509691469e+00
7.706949607129284452e+00,-3.208036911181864070e+01,4.670360416623633992e-02,-1.667523329706172888e+02,-3.093450334455820627e+00
7.726216981147108420e+00,-3.199699005466215951e+01,5.169145374628421330e-02,-1.668016374883579545e+02,-3.119403416905788706e+00
7.745484355164931500e+00,-3.191548938438200977e+01,5.653132447268707089e-02,-1.668494692977556610e+02,3.137407257207312838e+00
7.764751729182754580e+00,-3.183584770978196232e+01,6.123020617194004783e-02,-1.668963208939887295e+02,3.110592218480041193e+00
7.784019103200577661e+00,-3.175804538088573636e+01,6.579476359921990203e-02,-1.669426914024345479e+02,3.083354213298836299e+00
7.803286477218400741e+00,-3.168206260985397549e+01,7.023135401219486595e-02,-1.669889355588202591e+02,3.055743430380055248e+00
7.822553851236223821e+00,-3.160787957032528439e+01,7.454604606621945129e-02,-1.670351453795567807e+02,3.027831282683771885e+00
7.841821225254047789e+00,-3.153547646860173259e+01,7.874463903800352216e-02,-1.670810938300291184e+02,2.999693631809551064e+00
7.861088599271870869e+00,-3.146483358552437082e+01,8.283268108971066079e-02,-1.671262552559487347e+02,2.971392760737841865e+00
7.880355973289693949e+00,-3.139593129386269865e+01,8.681548535148907175e-02,-1.671698993854698472e+02,2.942962461738906743e+00
7.899623347307517029e+00,-3.132875006091081715e+01,9.069814300982520505e-02,-1.672112379785780263e+02,2.914399986425832090e+00
7.918890721325340110e+00,-3.126327044838670233e+01,9.448553322990921322e-02,-1.672495895338479954e+02,2.885667069366947501e+00
7.938158095343163190e+00,-3.119947312098894443e+01,9.818233043706901808e-02,-1.672845214905931641e+02,2.856700058244031393e+00
7.957425469360986270e+00,-3.113733887125969702e+01,1.017930100441785252e-01,-1.673159334899611110e+02,2.827426856870546956e+00
7.976692843378810238e+00,-3.107684866272836288e+01,1.053218539843579771e-01,-1.673440593311993041e+02,2.797786546596917834e+00
7.995960217396633318e+00,-3.101798368720733023e+01,1.087729573158454921e-01,-1.673693858952142932e+02,2.767746764167814177e+00
8.015227591414456398e+00,-3.096072542723747389e+01,1.121502367327448929e-01,-1.673925086949399201e+02,2.737314442779545054e+00
8.034494965432280367e+00,-3.090505571236874616e+01,1.154574411592509259e-01,-1.674139597512503030e+02,2.706537205972269877e+00
8.053762339450102559e+00,-3.085095675884186406e+01,1.186981639049348169e-01,-1.674340500749115961e+02,2.675495034410710904e+00
8.073029713467926527e+00,-3.079841118607085448e+01,1.218758553065996397e-01,-1.674527651542110505e+02,2.644284173083987888e+00
8.092297087485748719e+00,-3.074740200906466825e+01,1.249938345299572706e-01,-1.674697391938014164e+02,2.612997071095277679e+00
8.111564461503572687e+00,-3.069791261199219079e+01,1.280552993223117997e-01,-1.674843156100190811e+02,2.581703097942905867e+00
8.130831835521394879e+00,-3.064992671281730097e+01,1.310633329645050915e-01,-1.674956811910473959e+02,2.550434689803154242e+00
8.150099209539218847e+00,-3.060342833099869253e+01,1.340209083424654946e-01,-1.675030433445362235e+02,2.519182430028026776e+00
8.169366583557042816e+00,-3.055840176907331696e+01,1.369308897618240206e-01,-1.675058080867168826e+02,2.487900519922849440e+00
8.188633957574865008e+00,-3.051483161482463302e+01,1.397960336697707806e-01,-1.675037144720541562e+02,2.456521545016069119e+00
8.207901331592688976e+00,-3.047270276478567652e+01,1.426189896767399434e-01,-1.674968906986025274e+02,2.424977016934031226e+00
8.227168705610511168e+00,-3.043200046366596112e+01,1.454023031214281281e-01,-1.674858164956487769e+02,2.393218580024262909e+00
8.246436079628335136e+00,-3.039271034960883000e+01,1.481484199344395847e-01,-1.674712004451687619e+02,2.361234531458185515e+00
8.265703453646159105e+00,-3.035481849327966231e+01,1.508596938602411730e-01,-1.674538026171486251e+02,2.329057500946434267e+00
8.284970827663981296e+00,-3.031831142019566627e+01,1.535383953838646565e-01,-1.674342462415662283e+02,2.296761389730854752e+00
8.304238201681805265e+00,-3.028317611007053856e+01,1.561867211739382533e-01,-1.674128641083427738e+02,2.264448312357249193e+00
8.323505575699627457e+00,-3.024939997307953732e+01,1.588068026457064297e-01,-1.673896164837432536e+02,2.232228644354893099e+00
8.342772949717451425e+00,-3.021697080917753553e+01,1.614007124263040494e-01,-1.673641004409701907e+02,2.200198863378895808e+00
8.362040323735273617e+00,-3.018587676120578678e+01,1.639704680236856171e-01,-1.673356494615310055e+02,2.168422412049003878e+00
8.381307697753097585e+00,-3.015610627422008960e+01,1.665180327198457211e-01,-1.673035010274293484e+02,2.136918212952666707e+00
8.400575071770921554e+00,-3.012764807176703741e+01,1.690453144317599632e-01,-1.672669929265459530e+02,2.105659787999283772e+00
8.419842445788743746e+00,-3.010049115516529739e+01,1.715541638104516597e-01,-1.672257403884786982e+02,2.074585439785742391e+00
8.439109819806567714e+00,-3.007462482547240867e+01,1.740463730324286473e-01,-1.671797491924084227e+02,2.043617173572380263e+00
8.458377193824389906e+00,-3.005003872147625898e+01,1.765236765242956252e-01,-1.671294350338178845e+02,2.012683717062592859e+00
8.477644567842213874e+00,-3.002672286249135070e+01,1.789877543054350650e-01,-1.670755432502989208e+02,1.981741851257656117e+00
8.496911941860036066e+00,-3.000466768323999744e+01,1.814402378849401531e-01,-1.670189887207152708e+02,1.950790685455023210e+00
8.516179315877860034e+00,-2.998386405010017697e+01,1.838827179119872091e-01,-1.669606558277201032e+02,1.919875357158219886e+00
8.535446689895684003e+00,-2.996430325299208519e+01,1.863167522569390833e-01,-1.669012075047312749e+02,1.889079326001447789e+00
8.554714063913506195e+00,-2.994597697380694612e+01,1.887438730399152720e-01,-1.668409491260713651e+02,1.858507196565396535e+00
8.573981437931330163e+00,-2.992887723874289563e+01,1.911655913727425826e-01,-1.667797793157984927e+02,1.828262195289290126e+00
8.593248811949152355e+00,-2.991299636641640447e+01,1.935833991747807903e-01,-1.667172394257111421e+02,1.798423634745936806e+00
8.612516185966976323e+00,-2.989832692489745725e+01,1.959987682029684930e-01,-1.666526506970545825e+02,1.769029741739880368e+00
8.631783559984798515e+00,-2.988486170847962953e+01,1.984131471882204234e-01,-1.665853072666305650e+02,1.740070082633901727e+00
8.651050934002622483e+00,-2.987259373964410614e+01,2.008279584860496458e-01,-1.665146786586493022e+02,1.711489637112967532e+00
8.670318308020444675e+00,-2.986151629474994351e+01,2.032445957833751149e-01,-1.664405713804329423e+02,1.683203742986962403e+00
8.689585682038268644e+00,-2.985162294537527217e+01,2.056644241141699081e-01,-1.663632080917169560e+02,1.655120329637273624e+00
8.708853056056090836e+00,-2.984290760277589172e+01,2.080887827981413585e-01,-1.662832033330058152e+02,1.627163885299154567e+00
8.728120430073914804e+00,-2.983536455187818248e+01,2.105189911010635628e-01,-1.662014415995514867e+02,1.599295106170039338e+00
8.747387804091736996e+00,-2.982898846391793413e+01,2.129563556455579543e-01,-1.661188887297397798e+02,1.571521327322422446e+00
8.766655178109562740e+00,-2.982377438258145830e+01,2.154021780906142935e-01,-1.660363838939770460e+02,1.543895254361745017e+00
8.785922552127384932e+00,-2.981971768575268200e+01,2.178577614914907201e-01,-1.659544630896794217e+02,1.516502454187116822e+00
8.805189926145208901e+00,-2.981681403173657330e+01,2.203244140841023324e-01,-1.658732562775095687e+02,1.489440740376537731e+00
8.824457300163031093e+00,-2.981505930323752906e+01,2.228034499236670463e-01,-1.657924823480113048e+02,1.462796431103800421e+00
8.843724674180855061e+00,-2.981444956316562767e+01,2.252961866618321540e-01,-1.657115433219635747e+02,1.436623161012903882e+00
8.862992048198677253e+00,-2.981498103325261795e+01,2.278039415355721520e-01,-1.656296960155572151e+02,1.410928393082678589e+00
8.882259422216501221e+00,-2.981665010027976948e+01,2.303280271457268658e-01,-1.655462603603681657e+02,1.385671060557891465e+00
8.901526796234323413e+00,-2.981945334711388185e+01,2.328697486789483573e-01,-1.654608132237118525e+02,1.360771136370885426e+00
8.920794170252147381e+00,-2.982338759879984380e+01,2.354304038466323024e-01,-1.653733185836592554e+02,1.336128924485238567e+00
8.940061544269969573e+00,-2.982844996960028183e+01,2.380112860760127402e-01,-1.652841601584904367e+02,1.311649285151217814e+00
