Frequency (GHz), Theta Pol: Theta=90.0 & Phi=180.0 (dBsm), Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin), Phi Pol: Theta=90.0 & Phi=180.0 (dBsm), Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin)
2.813036606602189238e+00,-2.965209936053855344e+01,-1.749433764622312149e+00,-1.802976483848434270e+02,4.914889863164343536e-02
2.832303980620012318e+00,-2.956562386633892103e+01,-1.753336852100515264e+00,-1.801560483341102952e+02,8.153347534718675613e-03
2.851571354637835398e+00,-2.948077870221559849e+01,-1.757272775307014312e+00,-1.800231329143165055e+02,-3.150409939192622827e-02
2.870838728655658922e+00,-2.939756514583226377e+01,-1.761240261397566842e+00,-1.798985060928007442e+02,-6.991254001271889063e-02
2.890106102673482003e+00,-2.931598445921805407e+01,-1.765237989310919353e+00,-1.797820483567608960e+02,-1.071681042992501665e-01
2.909373476691305083e+00,-2.923603785250027087e+01,-1.769264589947683097e+00,-1.796739309442721151e+02,-1.433573530338010937e-01
2.928640850709128163e+00,-2.915772644656759027e+01,-1.773318647334618969e+00,-1.795745608042643937e+02,-1.785420017019276051e-01
2.947908224726951687e+00,-2.908105123874961961e+01,-1.777398700735854931e+00,-1.794844700195022540e+02,-2.127484759722591823e-01
2.967175598744774767e+00,-2.900601307484624769e+01,-1.781503247444867544e+00,-1.794041758807056510e+02,-2.459646327410774103e-01
2.986442972762597847e+00,-2.893261262920875865e+01,-1.785630745839920097e+00,-1.793340437818343958e+02,-2.781443025404466418e-01
3.005710346780421371e+00,-2.886085039252442996e+01,-1.789779618250670890e+00,-1.792741836677701031e+02,-3.092185519320116427e-01
3.024977720798244452e+00,-2.879072666505398459e+01,-1.793948253272063420e+00,-1.792244028121383224e+02,-3.391111112172110476e-01
3.044245094816067532e+00,-2.872224155183316086e+01,-1.798135007346873593e+00,-1.791842252554240815e+02,-3.677545253674975312e-01
3.063512468833891056e+00,-2.865539495610039111e+01,-1.802338205667993076e+00,-1.791529737324350151e+02,-3.951034031904072097e-01
3.082779842851714136e+00,-2.859018656800217073e+01,-1.806556142662101072e+00,-1.791298959415199477e+02,-4.211417019094547132e-01
3.102047216869536772e+00,-2.852661584722234167e+01,-1.810787082450556973e+00,-1.791143062597592746e+02,-4.458822335234197687e-01
3.121314590887360296e+00,-2.846468200013031336e+01,-1.815029259705758902e+00,-1.791057091262941299e+02,-4.693583230341717427e-01
3.140581964905183376e+00,-2.840438395380880010e+01,-1.819280881227558266e+00,-1.791038731849403973e+02,-4.916094328276426340e-01
3.159849338923006457e+00,-2.834572033042366357e+01,-1.823540128382020953e+00,-1.791088360413437783e+02,-5.126641212978447770e-01
3.179116712940829537e+00,-2.828868942554710131e+01,-1.827805160325032041e+00,-1.791208359284703135e+02,-5.325244776557449544e-01
3.198384086958653061e+00,-2.823328919321434327e+01,-1.832074117736502750e+00,-1.791401844822010787e+02,-5.511559159193214485e-01
3.217651460976476141e+00,-2.817951723892679539e+01,-1.836345126670473338e+00,-1.791671094170235392e+02,-5.684849725517703289e-01
3.236918834994299221e+00,-2.812737081994837141e+01,-1.840616302113794678e+00,-1.792016034690279298e+02,-5.844058668521158184e-01
3.256186209012122745e+00,-2.807684685059144769e+01,-1.844885750942929503e+00,-1.792433149706756410e+02,-5.987945245678705231e-01
3.275453583029945825e+00,-2.802794190920026907e+01,-1.849151574146479682e+00,-1.792915063667989273e+02,-6.115269924721491446e-01
3.294720957047768906e+00,-2.798065224347060465e+01,-1.853411868390310024e+00,-1.793450918231762046e+02,-6.224980427380462089e-01
3.313988331065592430e+00,-2.793497377159895834e+01,-1.857664727184915821e+00,-1.794027466021930479e+02,-6.316355264076788378e-01
3.333255705083415510e+00,-2.789090207828349222e+01,-1.861908242021351079e+00,-1.794630625827865629e+02,-6.389068201311631778e-01
3.352523079101238590e+00,-2.784843240637195194e+01,-1.866140503844635701e+00,-1.795247104177269932e+02,-6.443154943963929071e-01
3.371790453119062114e+00,-2.780755964648050238e+01,-1.870359605132870584e+00,-1.795865637645096626e+02,-6.478888340192362483e-01
3.391057827136885194e+00,-2.776827832777475535e+01,-1.874563642675431518e+00,-1.796477478842233495e+02,-6.496594780589399765e-01
3.410325201154708274e+00,-2.773058261308225170e+01,-1.878750720943476615e+00,-1.797075935475160975e+02,-6.496464342591359298e-01
3.429592575172531799e+00,-2.769446630061184678e+01,-1.882918955775738423e+00,-1.797655033371766251e+02,-6.478413563498394145e-01
3.448859949190354879e+00,-2.765992283304428767e+01,-1.887066478008360804e+00,-1.798207637010205246e+02,-6.442049279412165319e-01
3.468127323208177959e+00,-2.762694531305271184e+01,-1.891191436684161564e+00,-1.798723546580410471e+02,-6.386756827649688883e-01
3.487394697226001483e+00,-2.759552652287748842e+01,-1.895292001580997088e+00,-1.799188143418547554e+02,-6.311902543117702269e-01
3.506662071243824563e+00,-2.756565894480661072e+01,-1.899366364971088128e+00,-1.799582056055947703e+02,-6.217107368172754001e-01
3.525929445261647643e+00,-2.753733477950093445e+01,-1.903412742715294259e+00,-1.799882081874406197e+02,-6.102523979456095926e-01
3.545196819279470724e+00,-2.751054596001666752e+01,-1.907429374955616375e+00,-1.800063269466535587e+02,-5.969041416621915230e-01
3.564464193297294248e+00,-2.748528416085466475e+01,-1.911414526752652110e+00,-1.800101720177195546e+02,-5.818353829472978633e-01
3.583731567315117328e+00,-2.746154080299342226e+01,-1.915366489000521533e+00,-1.799977408137924897e+02,-5.652864056197662856e-01
3.602998941332940408e+00,-2.743930705719320784e+01,-1.919283579845224352e+00,-1.799676254516582787e+02,-5.475441076608033031e-01
3.622266315350763932e+00,-2.741857384853078017e+01,-1.923164146663938645e+00,-1.799190884357154516e+02,-5.289097560523946528e-01
3.641533689368587012e+00,-2.739933186496103801e+01,-1.927006568479442183e+00,-1.798519904977985959e+02,-5.096681118685658651e-01
3.660801063386410092e+00,-2.738157157175867340e+01,-1.930809258536181128e+00,-1.797666030200356033e+02,-4.900667758916448236e-01
3.680068437404233617e+00,-2.736528323223660308e+01,-1.934570666692640328e+00,-1.796633746482723950e+02,-4.703109210819067521e-01
3.699335811422056697e+00,-2.735045693357335850e+01,-1.938289281307533418e+00,-1.795427334017196586e+02,-4.505731540931109391e-01
3.718603185439879777e+00,-2.733708261533901052e+01,-1.941963630407674612e+00,-1.794049885752105240e+02,-4.310131442014520364e-01
3.737870559457703301e+00,-2.732515009772420100e+01,-1.945592282092089675e+00,-1.792503586781821241e+02,-4.117986392949108398e-01
3.757137933475526381e+00,-2.731464910670350221e+01,-1.949173844303820236e+00,-1.790791066295308553e+02,-3.931194406681813858e-01
3.776405307493349461e+00,-2.730556929433052815e+01,-1.952706964239492526e+00,-1.788917266049909074e+02,-3.751886992697734957e-01
3.795672681511172986e+00,-2.729790025379571361e+01,-1.956190327729613099e+00,-1.786891102576443302e+02,-3.582305046271098692e-01
3.814940055528996066e+00,-2.729163153038063783e+01,-1.959622658893459546e+00,-1.784726287217302740e+02,-3.424575497609059216e-01
3.834207429546819146e+00,-2.728675263060290135e+01,-1.963002720260415446e+00,-1.782440971322915004e+02,-3.280459725977961094e-01
3.853474803564642226e+00,-2.728325303234880650e+01,-1.966329313386347311e+00,-1.780056285037000237e+02,-3.151151741864408051e-01
3.872742177582465750e+00,-2.728112219850739351e+01,-1.969601279824539253e+00,-1.777594186169434067e+02,-3.037184398837383115e-01
3.892009551600288830e+00,-2.728034959563405337e+01,-1.972817502182275806e+00,-1.775075214760979918e+02,-2.938465219891315816e-01
3.911276925618111910e+00,-2.728092471776434635e+01,-1.975976904941319612e+00,-1.772516723294737915e+02,-2.854424455824139950e-01
3.930544299635935435e+00,-2.728283711405810763e+01,-1.979078454757042804e+00,-1.769931964703585834e+02,-2.784229296959910838e-01
3.949811673653758515e+00,-2.728607641787744953e+01,-1.982121160066044663e+00,-1.767330154393926023e+02,-2.727006106558407250e-01
3.969079047671581595e+00,-2.729063237448221813e+01,-1.985104069993504528e+00,-1.764717363148037066e+02,-2.682017240392430835e-01
3.988346421689405119e+00,-2.729649486487141630e+01,-1.988026272714569664e+00,-1.762097907375162720e+02,-2.648756487032814522e-01
4.007613795707228199e+00,-2.730365392431025029e+01,-1.990886893544140834e+00,-1.759475816792073886e+02,-2.626951530481503871e-01
4.026881169725051279e+00,-2.731209975547508506e+01,-1.993685093073949588e+00,-1.756855986463010311e+02,-2.616486637354026867e-01
4.046148543742874359e+00,-2.732182273753909030e+01,-1.996420065633359053e+00,-1.754244744399651097e+02,-2.617277907353050548e-01
4.065415917760697440e+00,-2.733281343352956227e+01,-1.999091038233258955e+00,-1.751649748647290039e+02,-2.629142388423099663e-01
4.084683291778521408e+00,-2.734506259864022937e+01,-2.001697269993576001e+00,-1.749079315555815128e+02,-2.651699538271907186e-01
4.103950665796344488e+00,-2.735856119178913204e+01,-2.004238051898188377e+00,-1.746541422095852454e+02,-2.684330775829291693e-01
4.123218039814167568e+00,-2.737330039168901052e+01,-2.006712706609422359e+00,-1.744042686537214877e+02,-2.726204779416529500e-01
4.142485413831990648e+00,-2.738927161732926052e+01,-2.009120588038033173e+00,-1.741587607598302441e+02,-2.776358230103171953e-01
4.161752787849813728e+00,-2.740646655143592980e+01,-2.011461080412983105e+00,-1.739178250408384372e+02,-2.833808405291181609e-01
4.181020161867636808e+00,-2.742487716454375501e+01,-2.013733596714451402e+00,-1.736814439849551661e+02,-2.897667947097377072e-01
4.200287535885460777e+00,-2.744449573703650813e+01,-2.015937576490073546e+00,-1.734494391960315340e+02,-2.967233731650463779e-01
4.219554909903283857e+00,-2.746531487695999729e+01,-2.018072483225163971e+00,-1.732215611150118661e+02,-3.042029882049075429e-01
4.238822283921106937e+00,-2.748732753245842630e+01,-2.020137801541239231e+00,-1.729975825723086871e+02,-3.121797296586646397e-01
4.258089657938930017e+00,-2.751052699903913989e+01,-2.022133034525446238e+00,-1.727773736799307187e+02,-3.206435578911198125e-01
4.277357031956753097e+00,-2.753490692315867605e+01,-2.024057701439192947e+00,-1.725609413571760342e+02,-3.295914694511308807e-01
4.296624405974576177e+00,-2.756046130449344034e+01,-2.025911335932859547e+00,-1.723484264914649202e+02,-3.390180245202972231e-01
4.315891779992399258e+00,-2.758718449947466311e+01,-2.027693484738579688e+00,-1.721400627270765540e+02,-3.489076427954256321e-01
4.335159154010222338e+00,-2.761507122817559789e+01,-2.029403706667464391e+00,-1.719361102117382529e+02,-3.592304789118395125e-01
4.354426528028045418e+00,-2.764411658557872542e+01,-2.031041571641033272e+00,-1.717367829854507875e+02,-3.699426745974830899e-01
