Frequency (GHz), Theta Pol: Theta=90.0 & Phi=180.0 (dBsm), Theta Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin), Phi Pol: Theta=90.0 & Phi=180.0 (dBsm), Phi Pol: Theta=90.0 & Phi=180.0 (rad of rEfar/Einc - phase centered at ff origin)
1.984539523835790797e+00,-3.492740514826002141e+01,-1.623065676049460615e+00,-1.867820125196780907e+02,-2.934132585685448102e+00
2.003806897853614100e+00,-3.476845797802400284e+01,-1.625007905671459474e+00,-1.868634963375878613e+02,-3.016490598773835075e+00
2.023074271871437180e+00,-3.461140742552335325e+01,-1.626995895651067059e+00,-1.869468343029381288e+02,-3.101600892380293573e+00
2.042341645889260704e+00,-3.445623253898439486e+01,-1.629030031165718873e+00,-1.870318467348161846e+02,3.093692947450132902e+00
2.061609019907083784e+00,-3.430291338413003643e+01,-1.631110681154093189e+00,-1.871175569628859421e+02,3.003123310013863900e+00
2.080876393924906864e+00,-3.415143103038037964e+01,-1.633238200313616773e+00,-1.872018923818719998e+02,2.910086129241932440e+00
2.100143767942730388e+00,-3.400176754844405025e+01,-1.635412929534471260e+00,-1.872815680735147339e+02,2.814865246861532277e+00
2.119411141960553469e+00,-3.385390601106175268e+01,-1.637635194423403995e+00,-1.873521784015172216e+02,2.717780449338718984e+00
2.138678515978376549e+00,-3.370783048841568075e+01,-1.639905302082505179e+00,-1.874084935333277429e+02,2.619154200560193768e+00
2.157945889996199629e+00,-3.356352603168464555e+01,-1.642223536757238866e+00,-1.874449289092535480e+02,2.519288168143397399e+00
2.177213264014022709e+00,-3.342097864180529143e+01,-1.644590155239057161e+00,-1.874561258884927497e+02,2.418453565107602010e+00
2.196480638031846233e+00,-3.328017522469640710e+01,-1.647005382936673978e+00,-1.874375551339615242e+02,2.316896678548488797e+00
2.215748012049669313e+00,-3.314110353789260444e+01,-1.649469411317944889e+00,-1.873860395266125352e+02,2.214857525497722968e+00
2.235015386067492393e+00,-3.300375213576737110e+01,-1.651982397035969274e+00,-1.873001001072855161e+02,2.112596076768166853e+00
2.254282760085315918e+00,-3.286811032077029893e+01,-1.654544462596914567e+00,-1.871800605435015825e+02,2.010418123306487725e+00
2.273550134103138998e+00,-3.273416810636709329e+01,-1.657155698025471358e+00,-1.870278963651175843e+02,1.908692690476354814e+00
2.292817508120962078e+00,-3.260191619418179698e+01,-1.659816162740572754e+00,-1.868468693712765969e+02,1.807855145860502555e+00
2.312084882138785158e+00,-3.247134596408908180e+01,-1.662525886827516564e+00,-1.866410284688836043e+02,1.708393938973956194e+00
2.331352256156608682e+00,-3.234244947269733927e+01,-1.665284871082520546e+00,-1.864146757461045922e+02,1.610822829134588074e+00
2.350619630174431762e+00,-3.221521945365950046e+01,-1.668093085554696930e+00,-1.861718907067050566e+02,1.515643320824233475e+00
2.369887004192254842e+00,-3.208964931303165713e+01,-1.670950466721227379e+00,-1.859161832797871057e+02,1.423303418583768298e+00
2.389154378210078367e+00,-3.196573311446992349e+01,-1.673856913793840162e+00,-1.856503160627997033e+02,1.334159008437789673e+00
2.408421752227901447e+00,-3.184346555194125372e+01,-1.676812284874609649e+00,-1.853763044483713429e+02,1.248443663866106723e+00
2.427689126245724527e+00,-3.172284191102338369e+01,-1.679816393703137622e+00,-1.850955730154621222e+02,1.166251729293580119e+00
2.446956500263548051e+00,-3.160385802286674206e+01,-1.682869007565280128e+00,-1.848092199627932644e+02,1.087538056260180630e+00
2.466223874281371131e+00,-3.148651021671291872e+01,-1.685969846617235701e+00,-1.845183217881879045e+02,1.012135507877695462e+00
2.485491248299194211e+00,-3.137079527706172755e+01,-1.689118584506116516e+00,-1.842242029260916354e+02,9.397883006171203757e-01
2.504758622317017736e+00,-3.125671041015386820e+01,-1.692314849839304358e+00,-1.839286041604108561e+02,8.701959510863862546e-01
